anime_id,studios
3610,"Group TAC"
3613,"Kyoto Animation"
3631,"Toei Animation"
3632,"Production I.G"
3633,Sunrise
3634,Gonzo
3637,"Production I.G"
3638,Actas
3639,"Toei Animation"
3640,"Studio Pierrot"
3641,"Tatsunoko Production"
3643,"Studio Hibari"
3645,"TMS Entertainment"
3646,Gonzo
3647,J.C.Staff
3649,Satelight
3651,Gallop
3652,"Studio Rikka"
3656,"Production I.G"
3660,Sunrise
3661,"Kyoto Animation"
3665,J.C.Staff
3668,"Toei Animation"
3669,"Hal Film Maker"
3670,"Magic Bus"
3671,"Magic Bus"
3672,"Toei Animation"
3677,"Blue Cat"
3678,"Studio Jam"
3680,"Studio Jam"
3682,"Green Bunny"
3686,"Tatsunoko Production"
3686,"Studio World"
3687,"Tokyo Movie Shinsha"
3688,feel.
3691,"Toei Animation"
3692,"Nippon Animation"
3693,"Nippon Animation"
3695,J.C.Staff
3698,Sunrise
3699,"Doga Kobo"
3700,"Nippon Animation"
3701,AIC
3702,Sunrise
3703,"Production I.G"
3704,Sunrise
3707,"Toei Animation"
3708,Nomad
3709,Satelight
3710,"Nippon Animation"
3711,Artland
3713,"Studio Pierrot"
3714,Y.O.U.C
3721,SynergySP
3722,Gainax
3725,Sunrise
3727,"Tatsunoko Production"
3728,Gainax
3728,feel.
3729,"Nippon Animation"
3730,Daume
3732,"Studio Pierrot"
3733,Sunrise
3735,"Tatsunoko Production"
3737,"Office Takeout"
3742,"Flavors Soft"
3744,"Toei Animation"
3745,"Nippon Animation"
3746,"Nippon Animation"
3748,Madhouse
3751,"Studio Pierrot"
3752,"Studio Pierrot"
3755,"Magic Bus"
3756,Sunrise
3757,"Toei Animation"
3758,"Blue Cat"
3759,J.C.Staff
3760,Gonzo
3763,"Production Reed"
3764,Gallop
3764,"Studio Deen"
3766,"Production I.G"
3768,"TMS Entertainment"
3769,"Triangle Staff"
3771,"TMS Entertainment"
3772,"A-1 Pictures"
3773,J.C.Staff
3774,"Studio Ghibli"
3774,Ajia-Do
3775,"Toei Animation"
3778,"Studio Sign"
3783,"Toei Animation"
3784,Gainax
3785,Sunrise
3786,"Toei Animation"
3787,"Asahi Production"
3789,J.C.Staff
3791,"Studio Fantasia"
3792,Arms
3793,"Seven Arcs"
3794,"Hal Film Maker"
3795,"Nippon Animation"
3796,"AIC Spirits"
3796,Asread
3797,Gonzo
3798,Arms
3801,"Suzuki Mirano"
3803,DLE
3804,"Studio Deen"
3805,TNK
3806,"Studio Deen"
3807,"Studio Deen"
3808,Xebec
3811,Artland
3812,"Hal Film Maker"
3813,"Nippon Animation"
3816,"Nippon Animation"
3817,DiomedÃ©a
3818,Shaft
3820,OLM
3821,OLM
3822,OLM
3823,OLM
3824,Gonzo
3826,Aubec
3829,Arms
3831,Sunrise
3832,"Tatsunoko Production"
3833,"Tatsunoko Production"
3834,Daume
3836,"Studio Deen"
3837,"Suzuki Mirano"
3844,"Studio Comet"
3847,Rikuentai
3850,AIC
3851,"Studio Pierrot"
3857,"TMS Entertainment"
3860,"animate Film"
3861,"animate Film"
3862,"animate Film"
3863,"Sugar Boy"
3863,"Blue Cat"
3866,Shaft
3867,OLM
3868,"Visual 80"
3869,Madhouse
3870,Sunrise
3871,Sunrise
3872,"Production I.G"
3873,"Studio Deen"
3874,"A-1 Pictures"
3875,Madhouse
3876,Xebec
3877,"Tatsunoko Production"
3878,"Toei Animation"
3880,OLM
3881,"Tezuka Productions"
3882,"Production I.G"
3883,"Nippon Ramayana Film Co."
3884,"Studio Pierrot"
3885,"Nippon Animation"
3886,"animate Film"
3888,"Studio Deen"
3891,"Toei Animation"
3892,"Shin-Ei Animation"
3893,"Production I.G"
3899,"Toei Animation"
3900,"Toei Animation"
3901,"Studio Deen"
3904,Gonzo
3905,Madhouse
3906,Madhouse
3906,"Tatsunoko Production"
3907,Madhouse
3908,"Seven Arcs"
3909,"Toei Animation"
3910,Gainax
3911,AIC
3912,"Studio Pierrot"
3913,"AIC ASTA"
3914,"Toei Animation"
3915,"Toei Animation"
3916,"Nippon Animation"
3917,"Studio 4Â°C"
3918,"Studio 4Â°C"
3919,"Studio 4Â°C"
3920,"TMS Entertainment"
3921,Arms
3922,"Tatsunoko Production"
3923,"Tele-Cartoon Japan"
3924,"animate Film"
3924,"Studio Kikan"
3925,Madhouse
3926,SynergySP
3927,Xebec
3928,Shaft
3929,"Magic Bus"
3930,"Magic Bus"
3931,Gainax
3931,feel.
3933,"Minami Machi Bugyousho"
3934,Madhouse
3935,Madhouse
3936,Satelight
3937,feel.
3939,Madhouse
3941,Gonzo
3942,"Nippon Animation"
3943,AIC
3943,"Magic Bus"
3943,"Ashi Production"
3944,"Flavors Soft"
3946,"Studio Deen"
3947,"Studio 4Â°C"
3948,"Production Reed"
3949,OLM
3950,Gonzo
3951,"A-1 Pictures"
3952,Sunrise
3953,Sunrise
3954,"AIC PLUS+"
3955,Shaft
3956,Sunrise
3956,"Toei Animation"
3957,Madhouse
3959,"E&G Films"
3961,"Studio Nue"
3963,"Shin-Ei Animation"
3964,"Office Take Off"
3965,"Toei Animation"
3971,"Brain's Base"
3972,Bones
3973,AIC
3975,"Kyoto Animation"
3978,Ajia-Do
3978,"Group TAC"
3982,J.C.Staff
3984,"Chaos Project"
3985,J.C.Staff
3986,Gainax
3986,"Magic Bus"
3987,"Toei Animation"
3988,Sunrise
3990,"TMS Entertainment"
3990,"Tezuka Productions"
3991,Madhouse
3995,Asread
3996,Sunrise
4000,"Production I.G"
4001,"Flavors Soft"
4003,"Brain's Base"
4004,"Studio 4Â°C"
4005,"Toei Animation"
4009,"Shin-Ei Animation"
4011,"Flavors Soft"
4012,"Hal Film Maker"
4014,Gonzo
4015,"Ashi Production"
4017,"Toei Animation"
4018,ufotable
4019,ufotable
4028,Zexcs
4030,Gonzo
4033,Madhouse
4034,A.C.G.T.
4035,OLM
4037,J.C.Staff
4038,"A-1 Pictures"
4039,"TMS Entertainment"
4041,"Production I.G"
4041,"Trans Arts"
4044,"Hal Film Maker"
4045,"Studio Pierrot"
4046,"Tezuka Productions"
4048,"Toei Animation"
4049,"Toei Animation"
4050,OLM
4051,Madhouse
4052,"animate Film"
4054,Satelight
4056,"Production Reed"
4057,"Tokyo Movie Shinsha"
4058,Sunrise
4059,"Nippon Animation"
4061,"Toei Animation"
4063,"Seven Arcs"
4064,"Magic Bus"
4065,"Seven Arcs"
4068,"Tatsunoko Production"
4069,Bones
4071,Sunrise
4072,"TMS Entertainment"
4073,"Toei Animation"
4074,"Tezuka Productions"
4075,"Toei Animation"
4078,"Brain's Base"
4079,Sunrise
4081,"Doga Kobo"
4082,ufotable
4083,Sunrise
4084,Pastel
4085,Satelight
4085,8bit
4086,"Toei Animation"
4088,"Flavors Soft"
4091,Gonzo
4091,"Production I.G"
4094,"Production I.G"
4095,Arms
4096,"TMS Entertainment"
4097,"Brain's Base"
4097,"Marvy Jack"
4098,"Seven Arcs"
4099,"TMS Entertainment"
4100,"Tatsunoko Production"
4102,"TMS Entertainment"
4103,Sunrise
4104,Egg
4105,"Production I.G"
4106,"P.A. Works"
4107,"Oh! Production"
4108,"Studio 4Â°C"
4109,Sunrise
4111,"Magic Bus"
4113,"Production I.G"
4114,"Sugar Boy"
4114,"Blue Cat"
4116,Sunrise
4117,Sunrise
4118,"Kanaban Graphics"
4121,AIC
4127,"Toei Animation"
4128,Shaft
4129,"Production I.G"
4129,"Trans Arts"
4135,Sunrise
4136,Madhouse
4137,Sunrise
4138,Nomad
4141,"Tokyo Movie Shinsha"
4142,Gainax
4148,"Toei Animation"
4149,"Tatsunoko Production"
4150,"Tatsunoko Production"
4151,"Tezuka Productions"
4152,Actas
4152,"TMS Entertainment"
4155,Code
4155,"Bee Media"
4157,Sunrise
4157,"Studio Deen"
4158,"Nippon Animation"
4160,"AIC ASTA"
4162,DiomedÃ©a
4163,"AIC Spirits"
4163,"Digital Frontier"
4164,"A-1 Pictures"
4165,"Toei Animation"
4166,"Studio Comet"
4167,J.C.Staff
4169,"Studio Deen"
4170,OLM
4171,OLM
4172,Xebec
4173,Eiken
4174,"Nippon Animation"
4175,"Studio Pierrot"
4176,Gonzo
4186,"Studio Kikan"
4191,Madhouse
4193,"Milky Animation Label"
4193,"Studio Jam"
4206,"Office AO"
4212,"TMS Entertainment"
4213,"Tatsunoko Production"
4214,"Marza Animation Planet"
4222,"David Production"
4223,"Nippon Animation"
4224,Shaft
4225,"Nippon Animation"
4237,"Studio Jam"
4238,"Tokyo Movie Shinsha"
4241,Gainax
4243,"Shin-Ei Animation"
4245,"Production I.G"
4250,"Suzuki Mirano"
4251,"Himajin Planning"
4252,"Studio Jam"
4253,"Studio Jam"
4260,J.C.Staff
4261,"Toei Animation"
4267,Xebec
4268,"AIC PLUS+"
4269,Gonzo
4269,"Picture Magic"
4270,J.C.Staff
4272,Satelight
4273,Madhouse
4274,"Kyoto Animation"
4275,Madhouse
4276,"Bee Train"
4277,"Toei Animation"
4280,"Toei Animation"
4281,"Studio Pierrot"
4282,J.C.Staff
4285,"Kyoto Animation"
4286,Sunrise
4287,Telescreen
4288,Asread
4289,Shaft
4290,"Yumeta Company"
4292,Sunrise
4293,Sunrise
4295,"SILVER LINK."
4298,M.S.C
4299,"Toei Animation"
4300,Sunrise
4301,"Mushi Production"
4302,T-Rex
4304,J.C.Staff
4305,TNK
4307,PrimeTime
4308,"AIC Spirits"
4308,BeSTACK
4310,AIC
4311,"Toei Animation"
4313,"Toei Animation"
4314,"TMS Entertainment"
4320,"Toei Animation"
4321,"A-1 Pictures"
4323,"Studio Deen"
4324,"Nippon Animation"
4325,"Shin-Ei Animation"
4326,"Toei Animation"
4327,"Tatsunoko Production"
4328,"TMS Entertainment"
4329,"Studio Pierrot"
4331,"Studio Deen"
4333,OLM
4334,OLM
4335,Madhouse
4336,SynergySP
4337,"Nippon Animation"
4338,Asread
4340,J.C.Staff
4349,"Studio Hibari"
4349,"Grouper Productions"
4350,"Production I.G"
4353,"TMS Entertainment"
4354,"Ashi Production"
4357,"Toei Animation"
4358,"Production I.G"
4360,PrimeTime
4361,"Production I.G"
4362,"Kaname Productions"
4363,"Kyoto Animation"
4363,"Production I.G"
4363,"Shin-Ei Animation"
4364,"Studio Deen"
4365,feel.
4368,Madhouse
4369,"Toei Animation"
4370,"Nippon Animation"
4371,"Toei Animation"
4372,"Toei Animation"
4373,"Grouper Productions"
4373,"Animation Staff Room"
4374,J.C.Staff
4375,J.C.Staff
4376,Artland
4377,"Ripple Film"
4378,"Mushi Production"
4381,Sunrise
4382,"Filmlink International"
4383,Madhouse
4385,"Studio Comet"
4386,Manglobe
4387,SynergySP
4389,"Heewon Entertainment"
4389,"NHK Enterprises"
4390,Gainax
4391,"Production Reed"
4392,J.C.Staff
4394,"Kyoto Animation"
4395,"AIC ASTA"
4396,"Pink Pineapple"
4397,"Tatsunoko Production"
4397,SynergySP
4397,Seven
4398,"Toei Animation"
4399,"Toei Animation"
4400,"Studio Hibari"
4401,"A-1 Pictures"
4401,Ordet
4402,"Kinema Citrus"
4403,"David Production"
4404,"TMS Entertainment"
4410,"Production I.G"
4411,"Toei Animation"
4412,"Production I.G"
4412,"Polygon Pictures"
4414,"Marvy Jack"
4414,"Brain's Base"
4415,"Studio Comet"
4420,DiomedÃ©a
4421,Madhouse
4423,"Toei Animation"
4424,Madhouse
4425,J.C.Staff
4426,Satelight
4427,"Toei Animation"
4430,"Production I.G"
4431,"Production I.G"
4432,Shaft
4433,"Studio Deen"
4435,"Magic Bus"
4436,AIC
4439,"Studio Deen"
4440,Xebec
4441,"Studio Pierrot"
4442,J.C.Staff
4443,"Milky Cartoon"
4446,"Shin-Ei Animation"
4447,"Shin-Ei Animation"
4448,Gainax
4449,"Production I.G"
4449,"animate Film"
4450,"Tatsunoko Production"
4451,"animate Film"
4451,"Visual 80"
4452,"Toei Animation"
4454,"Nippon Animation"
4455,"Studio Pierrot"
4457,Madhouse
4458,"Toei Animation"
4460,"Studio Comet"
4461,"Studio Pierrot"
4462,"Doga Kobo"
4463,Madhouse
4464,"TMS Entertainment"
4466,SynergySP
4467,"Studio Deen"
4471,J.C.Staff
4472,Zexcs
4473,"Toei Animation"
4476,Madhouse
4478,"Nippon Animation"
4480,"A-1 Pictures"
4482,"Toei Animation"
4483,"Toei Animation"
4485,Picograph
4486,"A-1 Pictures"
4487,J.C.Staff
4488,"Seven Arcs"
4489,"AIC PLUS+"
4490,"Kyoto Animation"
4491,"TMS Entertainment"
4492,OLM
4492,"P.A. Works"
4493,OLM
4494,"Toei Animation"
4495,"Toei Animation"
4496,"Toei Animation"
4498,J.C.Staff
4501,"Nippon Animation"
4502,"TMS Entertainment"
4503,Sunrise
4504,GoHands
4505,"Nippon Animation"
4506,AIC
4507,Nomad
4509,"Production Reed"
4510,Bones
4510,"Kinema Citrus"
4511,J.C.Staff
4512,Sunrise
4513,"Shin-Ei Animation"
4514,"Toei Animation"
4515,Y.O.U.C
4516,OLM
4518,J.C.Staff
4519,J.C.Staff
4520,"TMS Entertainment"
4521,"P.A. Works"
4523,Ajia-Do
4525,"Hal Film Maker"
4526,"Nippon Animation"
4527,Madhouse
4528,"Toei Animation"
4529,"Toei Animation"
4530,"Toei Animation"
4531,"Toei Video"
4532,"Toei Animation"
4533,"Toei Animation"
4534,"Toei Animation"
4535,OLM
4537,"Group TAC"
4538,Anima
4541,"Brain's Base"
4542,Sunrise
4543,"Kyoto Animation"
4546,"Studio Deen"
4549,"Toei Animation"
4550,"Toei Animation"
4551,"Studio Deen"
4553,Zexcs
4554,"Studio Pierrot"
4555,"Yumeta Company"
4557,J.C.Staff
4558,Artmic
4558,"animate Film"
4559,Sunrise
4560,"Office Take Off"
4561,Gainax
4563,"SILVER LINK."
4564,"Kyoto Animation"
4565,"Toei Animation"
4566,Shaft
4567,"Kitty Films"
4568,Zexcs
4569,"Production I.G"
4570,"Tatsunoko Production"
4571,"Tatsunoko Production"
4572,Shaft
4573,Xebec
4574,"A-1 Pictures"
4575,"AIC Spirits"
4576,"Tama Production"
4577,J.C.Staff
4577,"animate Film"
4578,OLM
4579,Gainax
4580,"Studio Hibari"
4581,"Tatsunoko Production"
4582,"Production I.G"
4583,Shaft
4585,"Production I.G"
4587,"Toei Animation"
4588,Gallop
4590,Bones
4591,"Blue Cat"
4592,"Studio Hibari"
4593,"Knack Productions"
4595,Sunrise
4596,"TMS Entertainment"
4597,"Studio Fantasia"
4598,"Studio Pierrot"
4600,Eiken
4603,"Tezuka Productions"
4604,"Studio Ghibli"
4606,"Tokyo Movie Shinsha"
4608,"Group TAC"
4609,AIC
4610,"Asahi Production"
4611,"Asahi Production"
4613,J.C.Staff
4616,"Toei Animation"
4617,"Hoods Entertainment"
4619,Gallop
4620,"Production Reed"
4621,AIC
4631,"Toei Animation"
4632,DLE
4634,"Studio 4Â°C"
4636,"Natural High"
4637,"P.A. Works"
4638,Gainax
4639,"Studio Deen"
4640,Gallop
4641,OLM
4642,J.C.Staff
4644,"Nippon Animation"
4646,Sunrise
4648,Gainax
4649,J.C.Staff
4650,Bones
4651,Gainax
4654,"Production I.G"
4655,"AIC ASTA"
4656,"Toei Animation"
4657,"Studio Pierrot"
4657,"Studio Hibari"
4658,Sunrise
4662,"White Fox"
4663,"Studio Deen"
4663,"DAX Production"
4666,Sunrise
4667,"CoMix Wave Films"
4669,ufotable
4670,"Toei Animation"
4672,"Toei Animation"
4673,"Toei Animation"
4674,Arms
4675,"Production I.G"
4676,Schoolzone
4677,Artmic
4678,"Production I.G"
4679,"A-1 Pictures"
4680,Zexcs
4681,"Toei Animation"
4683,Arms
4684,"Kachidoki Studio"
4685,"Studio 4Â°C"
4686,"Studio 4Â°C"
4687,"WAO World"
4689,"Toei Animation"
4690,"TMS Entertainment"
4691,Madhouse
4692,"Seven Arcs"
4694,"Doga Kobo"
4695,"Toei Animation"
4697,"Suzuki Mirano"
4701,AIC
4702,T-Rex
4704,"Tatsunoko Production"
4705,PoRO
4707,Eiken
4708,Satelight
4708,"A-1 Pictures"
4709,Arms
4710,"SILVER LINK."
4711,"A-1 Pictures"
4712,J.C.Staff
4713,Shaft
4715,"Toei Animation"
4716,"Studio Take Off"
4717,Fanworks
4718,"Studio Pierrot"
4723,"Toei Animation"
4726,Madhouse
4729,"Brain's Base"
4730,Shaft
4731,Nomad
4733,"David Production"
4738,Sunrise
4741,"Production I.G"
4741,Xebec
4742,J.C.Staff
4743,"Toei Animation"
4746,Shaft
4747,"Studio Blanc"
4748,Xebec
4749,Sunrise
4750,"A-1 Pictures"
4751,Sunrise
4752,"Studio 4Â°C"
4753,"Studio Coa"
4755,OLM
4756,"Toei Animation"
4757,"A-1 Pictures"
4759,Sunrise
4760,"Nippon Animation"
4787,"Shanghai Animation Film Studio"
4791,"Kyoto Animation"
4792,"Production I.G"
4793,Bones
4793,"Production I.G"
4793,"Studio 4Â°C"
4793,"Toei Animation"
4794,"Mushi Production"
4795,"Toei Animation"
4796,Madhouse
4797,OLM
4798,"Kanaban Graphics"
4799,Manglobe
4800,J.C.Staff
4801,Zexcs
4802,"Brain's Base"
4802,"Marvy Jack"
4804,"Tatsunoko Production"
4805,"Encourage Films"
4807,"Suzuki Mirano"
4808,PoRO
4809,"Studio Deen"
4810,Xebec
4811,Madhouse
4812,"OLM Digital"
4813,Sunrise
4814,"Future Planet"
4814,"Beijing Huihuang Animation Company"
4816,Satelight
4818,"Tezuka Productions"
4820,Madhouse
4821,Madhouse
4822,Madhouse
4823,"Studio Deen"
4824,"Production I.G"
4825,"Shin-Ei Animation"
4826,Indeprox
4830,ufotable
4832,Sunrise
4833,"TYO Animations"
4834,"Robot Communications"
4835,Shaft
4837,Gallop
4839,ufotable
4840,"A-1 Pictures"
4841,"Nippon Animation"
4842,"AIC PLUS+"
4843,"Studio Pierrot"
4845,"Toei Animation"
4846,"Toei Animation"
4847,"A-1 Pictures"
4848,"A-1 Pictures"
4849,"Studio Ghibli"
4850,"Toei Animation"
4851,AIC
4852,"Toei Animation"
4853,"Studio Deen"
4854,Shaft
4855,"Group TAC"
4856,"Suzuki Mirano"
4857,"Hoods Entertainment"
4858,"Shin-Ei Animation"
4859,"Tatsunoko Production"
4861,"Toei Animation"
4862,"Toei Animation"
4864,"Toei Animation"
4865,"Toei Animation"
4866,"A-1 Pictures"
4867,"Kyoto Animation"
4880,Gonzo
4881,Shaft
4882,"Shin-Ei Animation"
4883,Sunrise
4885,T-Rex
4886,J.C.Staff
4887,J.C.Staff
4888,Ordet
4889,Sunrise
4890,Shaft
4891,Gainax
4893,AIC
4894,OLM
4895,Satelight
4896,Artland
4897,Artland
4899,"Production I.G"
4900,"Yumeta Company"
4901,"Tatsunoko Production"
4902,Gainax
4904,"Natural High"
4906,Sunrise
4908,JCF
4910,Shaft
4913,Xebec
4914,Satelight
4916,Gainax
4917,"Toei Animation"
4918,"Toei Animation"
4919,"Toei Animation"
4920,"Tatsunoko Production"
4926,OLM
4927,DLE
4928,GoHands
4934,Madhouse
4935,"TMS Entertainment"
4937,Satelight
4937,8bit
4942,"Toei Animation"
4943,"Kate Arrow"
4944,Gainax
4945,"Studio Korumi"
4952,PoRO
4954,"Flavors Soft"
4955,T-Rex
4956,PoRO
4957,Sunrise
4961,"Toei Animation"
4963,Ajia-Do
4966,"TMS Entertainment"
4967,"TMS Entertainment"
4968,"TMS Entertainment"
4969,"Toei Animation"
4970,"Nippon Animation"
4971,"Kyoto Animation"
4972,Madhouse
4973,Madhouse
4974,"TMS Entertainment"
4975,"TMS Entertainment"
4977,"TMS Entertainment"
4978,"Toei Animation"
4979,"Studio Deen"
4980,Bones
4983,"Toei Animation"
4984,"Toei Animation"
4985,"Production I.G"
4986,"Studio Pierrot"
4987,"Nippon Animation"
4988,J.C.Staff
4990,"Studio Comet"
4990,KeyEast
4990,REALTHING
4991,"Nippon Animation"
4992,Asread
4995,"Studio Eromatick"
5002,"Toei Animation"
5003,"Toei Animation"
5004,"Toei Animation"
5012,"Studio Fantasia"
5018,"Studio Hibari"
5019,"Studio Rikka"
5021,GoHands
5022,"TMS Entertainment"
5023,Sunrise
5028,"TMS Entertainment"
5029,Shaft
5046,"Toei Animation"
5047,"Asahi Production"
5047,"Shochiku Animation Institute"
5058,Gonzo
5060,"AIC PLUS+"
5061,OLM
5062,"Tatsunoko Production"
5063,"Studio Deen"
5064,Stingray
5065,"Studio Deen"
5066,OLM
5070,"Toei Animation"
5072,Arms
5072,TNK
5074,Y.O.U.C
5075,PoRO
5076,Manglobe
5077,AIC
5078,Gathering
5079,"Studio Deen"
5080,feel.
5081,DLE
5082,"Panda Factory"
5082,"Studio PuYUKAI"
5083,"Production I.G"
5084,Sunrise
5086,"Toei Animation"
5087,G-Lam
5091,"Toei Animation"
5095,Bridge
5098,"Studio Deen"
5099,dwarf
5100,"Toei Animation"
5101,ufotable
5102,Shaft
5103,Madhouse
5104,Bones
5104,"Kinema Citrus"
5105,SynergySP
5107,"Studio Deen"
5108,"Bee Train"
5109,"Studio Pierrot"
5110,"Toei Animation"
5111,"Toei Animation"
5113,"Production I.G"
5114,J.C.Staff
5117,"Asahi Production"
5118,OLM
5121,"Toei Animation"
5122,"Studio Deen"
5123,PoRO
5125,"Studio Ghibli"
5126,"Suzuki Mirano"
5130,"A-1 Pictures"
5132,Sunrise
5133,Daume
5134,Gonzo
5137,"Doga Kobo"
5138,Arms
5139,"Studio Hibari"
5140,SynergySP
5141,ChuChu
5142,"Creators Dot Com"
5145,Gonzo
5146,"Studio Deen"
5147,"Production I.G"
5148,J.C.Staff
5149,J.C.Staff
5150,Actas
5152,"Doga Kobo"
5153,"Shin-Ei Animation"
5155,"Automatic Flowers Studio"
5156,Nomad
5157,Madhouse
5158,"Toei Animation"
5159,"Kyoto Animation"
5160,"Toei Animation"
5162,"SILVER LINK."
5163,"Toei Animation"
5168,"Toei Animation"
5169,"Hal Film Maker"
5169,"TYO Animations"
5170,Madhouse
5176,"Production I.G"
5177,"AIC ASTA"
5181,"Daewon Media"
5182,"SILVER LINK."
5183,Xebec
5184,Topcraft
5186,Arms
5187,"Studio Hibari"
5189,Bones
5190,"Production I.G"
5193,"Bee Media"
5193,"81 Produce"
5195,"Telecom Animation Film"
5195,Sunrise
5198,Actas
5199,Madhouse
5200,"Suzuki Mirano"
5201,Madhouse
5206,"Tatsunoko Production"
5207,Sunrise
5208,"Studio Pierrot"
5209,J.C.Staff
5211,Gonzo
5212,J.C.Staff
5213,T-Rex
5214,Eiken
5215,J.C.Staff
5216,"Doga Kobo"
5217,Sunrise
5218,"Studio Deen"
5220,"Studio Pierrot"
5221,"A-1 Pictures"
5222,Madhouse
5223,"Brain's Base"
5224,"Studio Pierrot"
5226,Zexcs
5228,"TMS Entertainment"
5229,Xebec
5230,GoHands
5231,Xebec
5232,"TMS Entertainment"
5233,"TMS Entertainment"
5234,PoRO
5236,"A-1 Pictures"
5238,Eiken
5239,"Brain's Base"
5240,"Tokyo Movie Shinsha"
5241,Sunrise
5242,"Toei Animation"
5243,Sunrise
5244,"Tatsunoko Production"
5245,"Tatsunoko Production"
5246,"Tatsunoko Production"
5247,Sunrise
5247,Ascension
5249,"Toei Animation"
5250,"Toei Animation"
5251,"Toei Animation"
5252,"Toei Animation"
5253,"Toei Animation"
5254,"Toei Animation"
5255,"Toei Animation"
5256,"Toei Animation"
5257,"Toei Animation"
5258,"Toei Animation"
5259,"Toei Animation"
5260,Gallop
5261,"Toei Animation"
5262,"Studio Crocodile"
5266,"Tezuka Productions"
5268,"Tatsunoko Production"
5268,Eiken
5271,"Studio Crocodile"
5271,"Plus Heads"
5272,J.C.Staff
5273,Echoes
5275,"Toei Animation"
5276,"Studio Pierrot"
5277,"AIC ASTA"
5278,"A-1 Pictures"
5280,"TMS Entertainment"
5281,"Toei Animation"
5282,Shaft
5283,Eiken
5284,Gallop
5285,Gallop
5286,"E&G Films"
5287,"Studio Comet"
5289,Radix
5290,"Toei Animation"
5291,"Toei Animation"
5292,"Toei Animation"
5293,"Nippon Animation"
5294,"P.A. Works"
5295,GoHands
5296,J.C.Staff
5297,"Mushi Production"
5298,"Mushi Production"
5300,Sunrise
5301,Xebec
5302,"Toei Animation"
5303,"Shogakukan Music & Digital Entertainment"
5304,SynergySP
5305,"Studio Pierrot"
5306,"Studio Pierrot"
5307,Sunrise
5308,Sunrise
5309,Sunrise
5310,"Kachidoki Studio"
5312,Arms
5315,Sunrise
5323,Xebec
5325,"TMS Entertainment"
5326,"Studio Pierrot"
5327,"Studio Ghibli"
5328,"AIC ASTA"
5329,"AIC ASTA"
5330,Shaft
5331,"Studio World"
5335,Xebec
5335,OLM
5336,"Production I.G"
5337,"Panda Factory"
5338,"Nippon Animation"
5339,"Nippon Animation"
5340,Gainax
5341,"Toei Animation"
5342,DLE
5343,DLE
5344,DLE
5345,"Shin-Ei Animation"
5348,"Shin-Ei Animation"
5349,"Shin-Ei Animation"
5351,"Shin-Ei Animation"
5354,"Shin-Ei Animation"
5356,"Shin-Ei Animation"
5358,"Nippon Animation"
5359,"Nippon Animation"
5360,"Toei Animation"
5362,"AIC ASTA"
5363,"Brain's Base"
5364,"Toei Animation"
5365,"Tatsunoko Production"
5365,SynergySP
5369,"Studio Deen"
5370,"A-1 Pictures"
5371,Xebec
5372,Bones
5373,"AIC Classic"
5375,"Tatsunoko Production"
5376,OLM
5377,Madhouse
5378,J.C.Staff
5379,"Studio Pierrot"
5381,"A-1 Pictures"
5382,Animaruya
5383,Madhouse
5384,Arms
5385,"Tatsunoko Production"
5386,Asread
5387,AIC
5388,Artland
5390,"Toei Animation"
5391,J.C.Staff
5392,"Studio Deen"
5393,"Studio Deen"
5394,"Production I.G"
5396,"Studio Pierrot"
5397,"Toei Animation"
5398,"Toei Animation"
5399,"Toei Animation"
5400,"Toei Animation"
5401,"Toei Animation"
5402,"Nippon Animation"
5403,"animate Film"
5404,Madhouse
5404,"Toei Animation"
5406,"Toei Animation"
5407,Arms
5407,TNK
5408,Xebec
5408,"Production I.G"
5409,"SILVER LINK."
5410,Sunrise
5411,"Shin-Ei Animation"
5412,"Shin-Ei Animation"
5415,"Toei Animation"
5416,Manglobe
5417,"Studio 4Â°C"
5418,Artland
5420,feel.
5420,Zexcs
5421,SynergySP
5422,"Studio Pierrot"
5423,"Tohokushinsha Film Corporation"
5424,"Toei Animation"
5425,"Toei Animation"
5426,"Toei Animation"
5427,"Toei Animation"
5428,"Toei Animation"
5429,"Tatsunoko Production"
5430,"Toei Animation"
5431,DiomedÃ©a
5432,J.C.Staff
5433,"Toei Animation"
5434,"Tatsunoko Production"
5437,"Hoods Entertainment"
5438,"Toei Animation"
5438,"Studio World"
5440,"Mushi Production"
5441,AIC
5444,"TMS Entertainment"
5445,Xebec
5446,"Toei Animation"
5447,OLM
5448,"Production I.G"
5449,J.C.Staff
5450,"Kanaban Graphics"
5451,"Studio Ghibli"
5452,PrimeTime
5453,"Doga Kobo"
5459,"Production I.G"
5459,Xebec
5463,PoRO
5464,Y.O.U.C
5469,"Production I.G"
5470,Actas
5472,"TAKI Corporation"
5476,GoHands
5477,AIC
5478,"Shin-Ei Animation"
5479,"Shin-Ei Animation"
5484,Eiken
5485,"Shin-Ei Animation"
5491,"Bee Train"
5493,"Toei Animation"
5494,OLM
5504,Shaft
5505,Sunrise
5511,"Toei Animation"
5513,"Production I.G"
5513,"animate Film"
5518,Sunrise
5519,"Toei Animation"
5520,"Tokyo Movie Shinsha"
5521,"Studio Pierrot"
5522,"Studio Bogey"
5522,"Public & Basic"
5524,"Production I.G"
5525,"AIC Build"
5532,"Shanghai Animation Film Studio"
5533,"Tatsunoko Production"
5534,"Rising Force"
5535,Gainax
5536,"Tatsunoko Production"
5537,"A-1 Pictures"
5538,J.C.Staff
5539,dwarf
