anime_id,genre
77,Adventure
78,Drama
78,Mecha
78,Romance
78,School
78,ShoujoAi
78,Comedy
78,Fantasy
78,Magic
78,Action
79,Comedy
79,Fantasy
79,Magic
79,Drama
80,Drama
80,Comedy
80,Magic
80,Romance
80,Shoujo
80,SuperPower
80,Fantasy
81,Drama
81,Supernatural
81,SliceofLife
81,Romance
82,Shoujo
82,Romance
82,Comedy
82,Drama
83,Comedy
83,Magic
83,Romance
83,Adventure
83,Shoujo
83,Fantasy
84,Horror
84,Comedy
84,Drama
84,Romance
84,Shoujo
84,Psychological
84,Supernatural
84,Adventure
85,SliceofLife
85,Romance
85,Shounen
85,Comedy
86,Romance
86,Drama
86,Shoujo
86,School
87,Fantasy
87,Comedy
87,Sci-Fi
87,Shounen
87,Adventure
88,Adventure
88,Psychological
88,Comedy
88,Shounen
88,Fantasy
89,Comedy
89,Adventure
89,Sci-Fi
89,Mecha
90,Drama
90,Comedy
90,Shounen
90,Action
91,Sci-Fi
91,Comedy
91,Magic
91,Adventure
92,Ecchi
92,Action
92,Fantasy
92,Magic
92,Adventure
92,Comedy
92,SuperPower
92,Sci-Fi
93,Mecha
93,Romance
93,Action
93,Sci-Fi
93,Space
94,Comedy
94,School
94,Shounen
95,Fantasy
95,Comedy
95,Adventure
96,Adventure
96,Comedy
96,Fantasy
96,Romance
97,Romance
97,Fantasy
97,Adventure
97,Comedy
98,Comedy
98,Adventure
98,Fantasy
99,Romance
99,Comedy
99,Drama
99,SliceofLife
100,Drama
100,Romance
100,Shoujo
100,Comedy
100,Supernatural
100,SliceofLife
101,Action
101,Drama
101,Fantasy
101,Comedy
101,Magic
101,Military
101,Shounen
101,Adventure
102,Comedy
102,Music
102,Shoujo
102,Drama
102,Romance
102,Supernatural
103,Magic
103,Fantasy
103,MartialArts
103,Comedy
103,Adventure
103,Romance
103,Historical
103,Drama
103,Shoujo
104,Romance
104,Adventure
104,Fantasy
104,Drama
104,Shoujo
105,Romance
105,School
105,Comedy
106,Comedy
106,Romance
106,Drama
107,Sci-Fi
107,Shounen
107,Comedy
107,Fantasy
107,Mecha
107,Action
108,Action
108,Drama
108,Sci-Fi
108,Shounen
108,Mecha
109,Comedy
109,Action
109,Demons
109,Drama
109,Shounen
109,Supernatural
109,Adventure
110,Adventure
110,Comedy
110,Josei
110,Supernatural
110,Action
110,Demons
110,Drama
111,Demons
111,Drama
111,Adventure
111,Action
111,Comedy
111,Josei
111,Supernatural
112,SuperPower
112,Supernatural
112,Mystery
112,Shounen
112,Drama
112,Comedy
112,Action
113,Comedy
113,Ecchi
113,School
113,SliceofLife
113,Romance
114,Military
114,Drama
114,Sci-Fi
114,Action
114,Psychological
115,Game
115,Comedy
115,Shounen
115,Supernatural
116,Fantasy
116,Shounen
116,SuperPower
116,Adventure
116,Action
117,Action
117,Adventure
117,Shounen
117,SuperPower
118,SuperPower
118,Fantasy
118,Shounen
118,Action
118,Adventure
119,Adventure
119,Action
119,SuperPower
119,Fantasy
119,Shounen
120,Sci-Fi
120,Mecha
121,Adventure
121,Magic
121,Mystery
121,Romance
121,Shoujo
121,Comedy
121,Demons
121,Drama
121,Fantasy
122,Romance
122,Mecha
122,Supernatural
122,Magic
122,Shounen
122,ShoujoAi
122,Drama
123,Romance
123,Supernatural
123,Drama
123,SliceofLife
124,Romance
124,Drama
124,Comedy
124,SliceofLife
124,School
124,Shoujo
125,Magic
125,Romance
125,Drama
125,Ecchi
125,Comedy
125,Sci-Fi
126,Drama
126,Romance
126,SliceofLife
127,SliceofLife
127,Romance
127,Drama
128,Action
128,Drama
128,Romance
128,Mystery
128,Supernatural
128,Fantasy
128,Josei
128,ShounenAi
129,Drama
129,Vampire
129,Action
129,Mystery
129,Horror
129,Supernatural
129,Military
130,Sci-Fi
130,Ecchi
130,ShoujoAi
130,Action
130,Comedy
131,SuperPower
131,Action
131,Sci-Fi
132,Adventure
132,Action
132,Fantasy
132,Magic
132,Supernatural
133,SuperPower
133,Supernatural
133,Shounen
133,Comedy
133,Adventure
133,Action
134,Action
134,Horror
134,Magic
134,Drama
134,Sci-Fi
134,Supernatural
134,Fantasy
135,Drama
135,Action
135,Fantasy
135,Shoujo
135,Magic
135,Romance
135,SuperPower
136,Ecchi
136,Fantasy
136,Harem
136,Magic
136,Comedy
136,Romance
136,School
136,Shounen
136,SuperPower
136,Supernatural
137,Drama
137,SliceofLife
137,Romance
137,Shoujo
137,ShoujoAi
138,Mecha
138,Psychological
138,Sci-Fi
138,Shounen
138,Space
138,Supernatural
138,Horror
138,Fantasy
138,Adventure
139,Adventure
139,Military
139,Sci-Fi
139,Drama
139,Fantasy
140,Historical
140,Action
140,Comedy
140,Samurai
140,Shounen
141,Romance
141,School
141,Kids
141,Fantasy
141,Shounen
141,Comedy
142,Adventure
142,Historical
142,Shounen
142,Fantasy
142,Comedy
143,Adventure
143,Action
143,Fantasy
144,Mecha
144,Drama
144,Action
144,Psychological
144,Romance
144,Sci-Fi
144,Music
144,Mystery
145,Sci-Fi
145,Samurai
145,Mecha
145,Historical
146,Sci-Fi
146,Drama
146,Fantasy
146,Adventure
146,Mecha
146,Shounen
146,Comedy
147,Adventure
147,Action
147,SuperPower
147,Drama
147,Sci-Fi
148,Horror
148,Mystery
148,Romance
148,SuperPower
148,Supernatural
148,Vampire
148,Action
149,Comedy
149,Drama
149,School
149,Shounen
149,Sports
150,Adventure
150,Fantasy
150,Drama
151,Comedy
151,Demons
151,Supernatural
151,Historical
151,Drama
151,Shounen
151,Mystery
152,Action
152,Ecchi
152,School
152,Shounen
152,Comedy
152,SuperPower
152,MartialArts
153,Romance
153,Action
153,Sci-Fi
153,Shounen
153,Adventure
153,SuperPower
154,Romance
154,Adventure
155,Action
155,Fantasy
155,Adventure
155,Supernatural
155,Shounen
155,Magic
155,Romance
156,School
156,Shoujo
156,Comedy
156,Romance
156,Magic
157,Magic
157,School
157,Romance
157,Comedy
158,Action
158,Ecchi
158,Mecha
158,Space
158,Sci-Fi
158,Shounen
159,Sci-Fi
159,Shounen
159,Action
159,Space
159,Ecchi
159,Mecha
160,Romance
160,Fantasy
160,Mecha
160,Psychological
160,Adventure
161,School
161,Sports
161,Shounen
162,Mecha
162,Action
162,Sci-Fi
162,Shounen
162,Space
163,Seinen
163,Sports
163,Cars
163,Drama
163,Action
164,Action
164,Seinen
164,Sports
164,Drama
164,Cars
165,Cars
165,Action
165,Sports
165,Drama
165,Romance
165,Seinen
166,Hentai
166,Supernatural
166,Comedy
166,Mystery
167,Harem
167,SliceofLife
167,Comedy
167,Ecchi
167,Romance
167,Shounen
168,Romance
168,Shounen
168,Ecchi
168,Drama
168,Comedy
169,SliceofLife
169,Comedy
169,Romance
170,Romance
170,Comedy
170,Adventure
171,Comedy
171,Harem
171,Magic
171,Drama
171,Romance
171,School
171,Ecchi
172,Military
172,Adventure
172,Sci-Fi
172,Shounen
172,Mecha
173,Comedy
173,Drama
173,Romance
173,School
173,Sci-Fi
174,Comedy
174,Drama
174,School
174,Sci-Fi
174,Harem
175,Romance
175,Sci-Fi
175,Ecchi
175,School
175,Comedy
176,Mystery
176,SuperPower
176,Action
177,Adventure
177,Supernatural
177,Drama
178,Romance
178,Comedy
178,Magic
178,Shounen
179,Romance
179,Ecchi
179,Drama
179,Comedy
180,Action
180,Fantasy
180,Mystery
180,Adventure
180,Sci-Fi
180,Drama
181,Demons
181,Adventure
181,Magic
181,Fantasy
181,Hentai
182,Comedy
182,Ecchi
182,Harem
182,SuperPower
182,Action
183,Action
183,Adventure
183,Historical
183,Samurai
183,Shounen
183,Comedy
184,Drama
184,Action
184,Fantasy
184,Adventure
184,Magic
184,Romance
185,Magic
185,Shounen
185,Fantasy
185,Adventure
185,Action
185,Supernatural
186,Magic
186,Mystery
186,Historical
186,Action
186,Adventure
186,Sci-Fi
187,Sci-Fi
187,Drama
187,Adventure
187,Comedy
187,SuperPower
187,Action
188,SliceofLife
188,Comedy
188,Fantasy
188,Shounen
188,MartialArts
189,Hentai
190,Action
190,Comedy
190,Mecha
190,Sci-Fi
190,SuperPower
190,Adventure
191,Romance
191,Comedy
191,Hentai
192,Hentai
192,Romance
192,Comedy
193,Comedy
193,Romance
194,Romance
194,Comedy
195,Comedy
195,Hentai
195,Drama
195,Romance
196,Military
196,Parody
196,Action
196,Comedy
196,Romance
196,Sci-Fi
196,Shounen
196,Space
196,Mecha
197,Drama
197,Mecha
197,Psychological
197,Sci-Fi
197,Shounen
197,Space
197,Action
197,Comedy
198,Horror
198,Hentai
199,Action
199,Hentai
199,Comedy
199,Sci-Fi
200,Mystery
200,Sci-Fi
200,Action
200,Adventure
200,Comedy
201,Fantasy
201,MartialArts
201,Shounen
201,Comedy
201,Adventure
201,SuperPower
202,Magic
202,Fantasy
202,Shounen
202,Adventure
202,Action
202,Comedy
202,SuperPower
202,Sci-Fi
203,Horror
203,Romance
203,Seinen
203,Supernatural
203,Drama
203,Psychological
203,Action
204,Action
204,Sci-Fi
204,Comedy
204,Psychological
204,Mecha
204,Parody
204,Dementia
205,Supernatural
205,Mystery
205,Horror
205,Psychological
206,MartialArts
206,Parody
206,Comedy
207,Action
207,Seinen
207,Comedy
207,MartialArts
208,Supernatural
208,Action
208,Comedy
208,Fantasy
208,Seinen
209,Magic
209,Romance
209,Drama
209,Comedy
209,Fantasy
209,School
209,Shoujo
209,Adventure
210,Comedy
210,Shoujo
210,Sci-Fi
211,Sports
211,Shounen
211,Adventure
212,Adventure
212,Police
212,Shounen
212,Comedy
212,Mystery
213,Comedy
213,Adventure
213,Drama
213,Shounen
213,Supernatural
213,Military
213,Sci-Fi
214,Romance
214,Sci-Fi
214,Drama
214,Adventure
214,Mecha
215,MartialArts
215,Shounen
215,SuperPower
215,Action
215,Adventure
216,Mystery
216,Sci-Fi
216,Drama
216,Supernatural
216,Thriller
217,Comedy
217,SliceofLife
217,Parody
218,Romance
218,Ecchi
218,Fantasy
218,Harem
218,School
218,Shounen
218,Comedy
219,Comedy
219,Drama
219,School
219,Josei
219,SliceofLife
220,Comedy
220,Music
220,Shoujo
220,ShounenAi
220,Romance
221,Historical
221,Mystery
222,Comedy
222,Drama
222,SliceofLife
222,School
222,Shounen
223,Romance
223,Shounen
223,Comedy
223,Adventure
223,Fantasy
224,Supernatural
224,Demons
224,Historical
224,Fantasy
224,Shoujo
224,Magic
225,Ecchi
225,Harem
225,Romance
225,Shounen
225,Comedy
226,Action
226,Adventure
226,Historical
226,Demons
226,Supernatural
226,Magic
226,Romance
226,Fantasy
226,Shounen
226,Comedy
227,Demons
227,Adventure
227,Shounen
227,Comedy
227,Supernatural
227,Magic
228,Fantasy
228,Shoujo
228,Demons
228,Comedy
228,Adventure
229,Military
229,Supernatural
229,Drama
229,Mystery
229,Psychological
229,Magic
229,Shounen
230,SliceofLife
230,School
230,Comedy
231,SliceofLife
231,Comedy
232,SliceofLife
232,Comedy
233,Space
233,Sci-Fi
233,Romance
233,Mecha
233,Drama
234,MartialArts
234,School
234,SuperPower
234,Ecchi
235,Horror
235,Drama
235,Vampire
236,Romance
236,Harem
236,Comedy
236,School
237,Romance
237,SliceofLife
237,Comedy
237,Harem
237,Drama
238,Harem
238,Romance
238,SliceofLife
238,Comedy
239,Comedy
239,School
239,Harem
239,Romance
240,Drama
240,Sports
240,Comedy
240,Shounen
241,Comedy
241,Sports
241,Shounen
242,Sports
242,Shounen
242,Comedy
243,Drama
243,Shounen
243,SliceofLife
243,Military
243,Romance
243,Sci-Fi
243,Mecha
244,Drama
244,Action
244,Seinen
244,SuperPower
244,Sci-Fi
245,Ecchi
245,Comedy
245,Adventure
246,Action
246,Comedy
246,Adventure
246,Shounen
246,SuperPower
246,Supernatural
247,Vampire
247,Seinen
247,Action
247,Supernatural
247,Horror
248,Adventure
248,Shounen
248,Mecha
248,Sci-Fi
249,Action
249,Mystery
249,Drama
250,Magic
250,SliceofLife
250,Drama
250,Shounen
251,Ecchi
251,Mecha
251,SuperPower
251,Sci-Fi
251,Action
252,Ecchi
252,Romance
252,Comedy
252,Harem
253,Military
253,Comedy
253,Ecchi
253,Romance
253,Sci-Fi
254,Drama
254,Romance
254,Comedy
254,Sci-Fi
254,Ecchi
254,Military
255,Action
255,Shounen
255,Comedy
255,Sci-Fi
256,Historical
256,Fantasy
256,Horror
256,Supernatural
256,Mystery
256,Psychological
257,Shoujo
257,Comedy
257,Adventure
257,Fantasy
258,Romance
258,Comedy
258,Mecha
259,Mystery
259,Romance
259,Seinen
259,Action
259,Drama
260,Drama
260,Historical
260,SliceofLife
261,Action
261,Military
261,Drama
261,Romance
261,Shounen
262,Mecha
262,Military
262,Action
262,Adventure
262,Sci-Fi
262,Drama
263,Sci-Fi
263,Shounen
263,Adventure
263,Mecha
264,Sports
264,MartialArts
264,Action
264,Shounen
265,Comedy
265,Sports
265,Sci-Fi
265,Action
265,Shounen
265,Adventure
266,Drama
266,Comedy
267,Action
267,Space
267,Romance
267,Military
267,Sci-Fi
268,Romance
268,Comedy
268,Harem
268,Supernatural
268,Drama
269,Sports
269,Shounen
269,Drama
270,Comedy
270,Fantasy
270,Sci-Fi
271,Drama
271,Mecha
271,Military
271,Comedy
271,Sci-Fi
271,Space
271,Adventure
272,Adventure
272,Mecha
272,Space
272,Military
272,Sci-Fi
272,Drama
273,Sci-Fi
273,Action
273,Comedy
273,Fantasy
273,Adventure
273,School
273,Shounen
274,Ecchi
274,Adventure
274,Action
274,Comedy
274,Shounen
275,Game
275,Sci-Fi
275,Shounen
275,Adventure
275,Comedy
275,Fantasy
276,Sci-Fi
276,Mystery
276,Game
277,Action
277,Horror
277,Romance
277,Demons
277,Fantasy
278,Mystery
278,Action
278,Adventure
278,Comedy
278,Seinen
279,Sci-Fi
279,Drama
279,Adventure
280,Comedy
280,Magic
280,Supernatural
281,Romance
281,Seinen
281,Supernatural
281,Magic
281,Comedy
282,Action
282,Shounen
282,Comedy
283,Parody
283,Comedy
283,Ecchi
283,Fantasy
284,Fantasy
284,Comedy
284,Kids
285,Sci-Fi
285,Fantasy
285,Shounen
285,Drama
285,Mystery
286,Magic
286,Comedy
286,Parody
287,Supernatural
287,Comedy
288,Sports
288,Romance
288,Drama
288,School
288,Shoujo
289,Action
289,Drama
289,Sports
290,Romance
290,School
290,Shoujo
290,Drama
290,Sports
291,Drama
291,Sports
291,Shoujo
292,Drama
292,Action
292,Fantasy
292,Romance
293,Hentai
293,Yuri
293,Comedy
294,Action
294,Fantasy
294,SuperPower
295,Ecchi
295,Romance
295,Sci-Fi
295,Harem
295,Comedy
296,Ecchi
296,Fantasy
296,Comedy
296,Romance
297,Drama
297,Action
297,Police
297,Hentai
298,Ecchi
298,Sci-Fi
298,Comedy
298,Action
299,Comedy
299,Drama
299,Josei
299,Romance
299,SliceofLife
300,Psychological
300,Supernatural
300,Mystery
300,Police
300,Drama
300,Thriller
300,Dementia
301,Mecha
301,Sci-Fi
301,Comedy
301,Police
302,Romance
302,Drama
302,SliceofLife
302,School
302,Shoujo
303,Supernatural
303,Mystery
303,Horror
303,Josei
304,Magic
304,Shoujo
304,Comedy
304,Fantasy
305,Drama
305,SliceofLife
305,Music
305,Romance
305,Shoujo
306,Seinen
306,Space
306,Sci-Fi
306,Drama
306,Romance
307,Drama
307,Ecchi
307,Shounen
307,Comedy
307,Romance
308,Magic
308,Comedy
308,Adventure
308,Fantasy
308,Shounen
309,Fantasy
309,Shounen
309,Magic
309,Adventure
309,Comedy
310,Drama
310,Comedy
310,Sci-Fi
311,Romance
311,Shoujo
311,Comedy
311,Drama
312,Magic
312,Mystery
312,Comedy
312,Shounen
312,Supernatural
313,Shoujo
313,Fantasy
314,Comedy
314,Romance
314,Supernatural
315,Drama
315,Romance
315,Shoujo
315,Historical
315,Military
316,Dementia
316,Mystery
316,Drama
316,Supernatural
316,Psychological
316,Sci-Fi
317,Samurai
317,Shounen
317,Action
317,MartialArts
317,Historical
318,Mystery
318,Shounen
318,Drama
319,Drama
319,Space
319,Sci-Fi
319,Military
320,Romance
320,Comedy
320,Vampire
320,Fantasy
320,Seinen
321,School
321,Supernatural
321,Drama
321,Sci-Fi
322,SliceofLife
322,Romance
322,Seinen
322,Drama
322,Historical
323,Harem
323,Drama
323,Romance
323,School
323,SliceofLife
324,Magic
324,Vampire
324,Sci-Fi
324,Adventure
324,Fantasy
324,Action
325,Comedy
325,SliceofLife
325,Fantasy
325,Magic
326,Magic
326,Supernatural
326,Drama
326,Fantasy
327,Magic
327,Comedy
328,Comedy
328,Shoujo
328,Magic
329,Fantasy
329,Magic
329,Comedy
329,Shoujo
330,Magic
330,Shoujo
330,Comedy
331,Comedy
331,Sci-Fi
331,Magic
331,Ecchi
332,Drama
332,Action
332,Fantasy
332,Supernatural
332,Romance
332,School
333,Romance
333,Fantasy
333,Supernatural
333,Action
333,Magic
334,Ecchi
334,Comedy
334,Magic
335,Romance
335,Drama
335,Sci-Fi
336,School
336,Shounen
336,Action
336,Sports
337,Supernatural
337,Drama
337,Adventure
337,Fantasy
338,Drama
338,Romance
339,Romance
339,Drama
340,Drama
340,Romance
341,Mystery
341,Seinen
342,Comedy
342,Mystery
342,ShounenAi
342,Police
342,Romance
343,Adventure
343,Ecchi
343,Action
343,Comedy
343,Sci-Fi
344,Magic
344,Comedy
344,Fantasy
345,Hentai
346,Psychological
346,Mystery
346,Drama
346,Supernatural
346,Horror
346,Dementia
347,Comedy
347,Action
347,Sci-Fi
347,Shounen
347,Ecchi
347,Police
347,Adventure
348,Drama
348,Magic
348,Fantasy
348,Shoujo
348,Comedy
349,Comedy
349,Drama
349,Magic
349,Romance
349,Fantasy
349,Shoujo
350,Sci-Fi
350,Comedy
350,Adventure
350,Mecha
350,Seinen
351,Romance
351,Sci-Fi
351,Comedy
351,Action
351,Ecchi
352,Comedy
352,Seinen
352,Action
352,Mecha
352,Sci-Fi
352,Adventure
353,Psychological
353,Supernatural
353,Drama
353,Ecchi
353,Seinen
353,Horror
354,Action
354,Adventure
354,Shounen
354,Cars
354,Comedy
354,Sci-Fi
355,Comedy
355,Sci-Fi
355,Action
355,Cars
355,Adventure
355,Shounen
356,Shounen
356,Parody
356,Comedy
356,Sci-Fi
357,Romance
357,Shoujo
357,Adventure
357,Comedy
357,Historical
357,Fantasy
358,Drama
358,Fantasy
358,Historical
358,MartialArts
358,Romance
358,Shoujo
358,Adventure
359,Comedy
359,Ecchi
359,Romance
359,Seinen
359,SliceofLife
360,Comedy
360,Sci-Fi
361,Sci-Fi
361,Psychological
361,Supernatural
361,Action
361,Drama
361,Ecchi
361,Horror
362,Sci-Fi
362,Fantasy
362,Supernatural
362,Drama
363,Comedy
363,Romance
363,Shounen
363,Sports
364,Mystery
364,SliceofLife
364,Drama
364,Fantasy
364,Psychological
365,Sports
365,Shounen
365,Cars
366,Action
366,SuperPower
366,Sci-Fi
366,Fantasy
367,Shounen
367,Sports
367,Drama
367,Romance
368,Shounen
368,Fantasy
368,Adventure
369,Action
369,Supernatural
369,MartialArts
369,Comedy
369,Shounen
369,Demons
370,Fantasy
370,Adventure
370,Sci-Fi
370,Shoujo
370,Mecha
370,Romance
370,Drama
371,Drama
371,Harem
371,Romance
371,SliceofLife
371,Comedy
372,Action
372,Sci-Fi
372,Psychological
372,Supernatural
372,Horror
372,Drama
372,Ecchi
373,Action
373,Romance
373,Military
373,Sci-Fi
373,Space
374,Sci-Fi
374,Space
374,Military
374,Action
374,Romance
375,Romance
375,Action
375,Sci-Fi
375,Space
375,Military
376,Military
376,Sci-Fi
376,Space
376,Romance
376,Action
377,Action
377,Adventure
377,Sci-Fi
377,Space
377,Comedy
378,Drama
378,Shounen
378,Samurai
378,Romance
378,Historical
379,Magic
379,Adventure
379,Fantasy
379,Comedy
380,Ecchi
380,Romance
380,Harem
380,Comedy
381,Action
381,Seinen
381,Comedy
381,Adventure
381,Ecchi
381,Fantasy
382,Horror
382,Supernatural
382,Vampire
383,Sports
383,Shounen
384,Comedy
384,Police
384,Shounen
384,Drama
384,Mystery
385,Drama
385,Action
385,Adventure
385,Fantasy
385,Sci-Fi
386,Mecha
386,Sci-Fi
386,Drama
386,Adventure
386,Shounen
386,Action
387,Comedy
387,SliceofLife
387,Ecchi
388,Horror
388,Sci-Fi
389,SliceofLife
389,Comedy
390,Military
390,Comedy
390,Historical
390,Action
390,Drama
390,Romance
390,Adventure
391,Fantasy
391,Magic
391,Action
392,Adventure
392,Shounen
392,Comedy
393,Comedy
393,Adventure
393,Historical
393,Supernatural
393,Samurai
393,Shounen
394,Military
394,Shounen
394,Adventure
394,Sci-Fi
395,Sci-Fi
395,Comedy
395,Military
395,Shounen
396,Shounen
396,Military
396,Sci-Fi
396,Comedy
397,Comedy
397,Sci-Fi
397,Shounen
397,Military
398,Comedy
398,Sci-Fi
398,Adventure
398,Police
399,ShounenAi
399,Comedy
399,Sports
400,Adventure
400,Action
400,Comedy
400,Fantasy
401,Fantasy
401,Shoujo
401,Drama
401,Sports
401,Comedy
402,Adventure
402,Comedy
402,Drama
402,Shoujo
402,Sports
403,Shoujo
403,Comedy
403,Drama
404,Comedy
404,Shounen
404,Military
404,Drama
404,Fantasy
404,Historical
405,Fantasy
405,Drama
405,Romance
405,Adventure
406,Action
406,Space
406,Sci-Fi
406,Adventure
407,Military
407,Drama
407,Sci-Fi
407,Romance
408,Fantasy
408,Adventure
408,Action
409,Adventure
409,Drama
409,Comedy
409,Mecha
409,Romance
409,Shoujo
409,Fantasy
409,Magic
410,Psychological
410,Dementia
410,Horror
410,Drama
411,Drama
411,Shounen
411,Action
412,Adventure
412,Fantasy
412,Drama
413,Drama
413,Mystery
413,Psychological
413,Fantasy
413,Shoujo
413,Comedy
414,Dementia
414,Drama
414,ShoujoAi
414,Romance
414,Shoujo
414,Fantasy
415,Historical
415,Adventure
415,Supernatural
415,Drama
415,Comedy
415,Shounen
416,Romance
416,Ecchi
416,Comedy
416,Sci-Fi
417,Shoujo
417,ShoujoAi
417,Drama
417,School
417,Romance
418,Comedy
418,Romance
418,Fantasy
418,Adventure
419,Action
419,Drama
419,Shounen
420,Shounen
420,Drama
420,Action
421,Adventure
421,Supernatural
421,Drama
421,Romance
421,Shounen
421,MartialArts
422,Comedy
422,Action
422,Historical
422,Demons
422,Supernatural
422,Drama
422,Magic
422,Romance
