anime_id,source_id,source
8222,NULL,NULL
8223,1,Original
8224,NULL,NULL
8225,NULL,NULL
8226,NULL,NULL
8227,NULL,NULL
8228,NULL,NULL
8229,NULL,NULL
8230,NULL,NULL
8231,NULL,NULL
8232,NULL,NULL
8233,NULL,NULL
8234,1,Original
8235,NULL,NULL
8236,NULL,NULL
8237,NULL,NULL
8238,NULL,NULL
8239,NULL,NULL
8240,1,Original
8241,NULL,NULL
8242,4,Game
8243,NULL,NULL
8244,NULL,NULL
8245,2,Manga
8246,NULL,NULL
8247,NULL,NULL
8248,1,Original
8249,NULL,NULL
8250,NULL,NULL
8251,NULL,NULL
8252,NULL,NULL
8253,NULL,NULL
8254,2,Manga
8255,NULL,NULL
8256,NULL,NULL
8257,NULL,NULL
8258,NULL,NULL
8259,NULL,NULL
8260,NULL,NULL
8261,NULL,NULL
8262,NULL,NULL
8263,NULL,NULL
8264,NULL,NULL
8265,6,4-komamanga
8266,8,Other
8267,10,Webmanga
8268,6,4-komamanga
8269,NULL,NULL
8270,NULL,NULL
8271,2,Manga
8272,7,Novel
8273,3,Lightnovel
8274,2,Manga
8275,2,Manga
8276,NULL,NULL
8277,NULL,NULL
8278,2,Manga
8279,6,4-komamanga
8280,3,Lightnovel
8281,2,Manga
8282,7,Novel
8283,10,Webmanga
8284,NULL,NULL
8285,2,Manga
8286,9,Picturebook
8287,1,Original
8288,1,Original
8289,2,Manga
8290,4,Game
8291,NULL,NULL
8292,NULL,NULL
8293,2,Manga
8294,2,Manga
8295,5,Visualnovel
8296,NULL,NULL
8297,14,Cardgame
8298,4,Game
8299,6,4-komamanga
8300,4,Game
8301,3,Lightnovel
8302,1,Original
8303,8,Other
8304,5,Visualnovel
8305,NULL,NULL
8306,2,Manga
8307,NULL,NULL
8308,5,Visualnovel
8309,NULL,NULL
8310,1,Original
8311,2,Manga
8312,2,Manga
8313,5,Visualnovel
8314,NULL,NULL
8315,1,Original
8316,1,Original
8317,1,Original
8318,1,Original
8319,NULL,NULL
8320,11,Music
8321,2,Manga
8322,NULL,NULL
8323,1,Original
8324,1,Original
8325,NULL,NULL
8326,NULL,NULL
8327,8,Other
8328,9,Picturebook
8329,5,Visualnovel
8330,2,Manga
8331,3,Lightnovel
8332,3,Lightnovel
8333,1,Original
8334,1,Original
8335,2,Manga
8336,1,Original
8337,2,Manga
8338,2,Manga
8339,1,Original
8340,6,4-komamanga
8341,5,Visualnovel
8342,3,Lightnovel
8343,11,Music
8344,NULL,NULL
8345,1,Original
8346,2,Manga
8347,2,Manga
8348,8,Other
8349,1,Original
8350,2,Manga
8351,1,Original
8352,1,Original
8353,1,Original
8354,8,Other
8355,5,Visualnovel
8356,NULL,NULL
8357,6,4-komamanga
8358,3,Lightnovel
8359,NULL,NULL
8360,1,Original
8361,1,Original
8362,5,Visualnovel
8363,1,Original
8364,NULL,NULL
8365,1,Original
8366,2,Manga
8367,5,Visualnovel
8368,1,Original
8369,NULL,NULL
8370,2,Manga
8371,2,Manga
8372,5,Visualnovel
8373,6,4-komamanga
8374,5,Visualnovel
8375,NULL,NULL
8376,NULL,NULL
8377,NULL,NULL
8378,NULL,NULL
8379,NULL,NULL
8380,1,Original
8381,1,Original
8382,3,Lightnovel
8383,NULL,NULL
8384,1,Original
8385,NULL,NULL
8386,NULL,NULL
8387,NULL,NULL
8388,2,Manga
8389,1,Original
8390,2,Manga
8391,2,Manga
8392,6,4-komamanga
8393,10,Webmanga
8394,NULL,NULL
8395,NULL,NULL
8396,2,Manga
8397,NULL,NULL
8398,5,Visualnovel
8399,NULL,NULL
8400,NULL,NULL
8401,1,Original
8402,2,Manga
8403,2,Manga
8404,NULL,NULL
8405,NULL,NULL
8406,2,Manga
8407,NULL,NULL
8408,NULL,NULL
8409,4,Game
8410,8,Other
8411,2,Manga
8412,2,Manga
8413,1,Original
8414,2,Manga
8415,2,Manga
8416,1,Original
8417,3,Lightnovel
8418,3,Lightnovel
8419,7,Novel
8420,4,Game
8421,6,4-komamanga
8422,NULL,NULL
8423,NULL,NULL
8424,NULL,NULL
8425,NULL,NULL
8426,NULL,NULL
8427,NULL,NULL
8428,5,Visualnovel
8429,2,Manga
8430,6,4-komamanga
8431,2,Manga
8432,NULL,NULL
8433,1,Original
8434,1,Original
8435,1,Original
8436,2,Manga
8437,5,Visualnovel
8438,NULL,NULL
8439,2,Manga
8440,2,Manga
8441,2,Manga
8442,1,Original
8443,4,Game
8444,3,Lightnovel
8445,2,Manga
8446,8,Other
8447,6,4-komamanga
8448,2,Manga
8449,NULL,NULL
8450,2,Manga
8451,1,Original
8452,5,Visualnovel
8453,NULL,NULL
8454,NULL,NULL
8455,NULL,NULL
8456,NULL,NULL
8457,2,Manga
8458,1,Original
8459,4,Game
8460,NULL,NULL
8461,2,Manga
8462,NULL,NULL
8463,NULL,NULL
8464,2,Manga
8465,2,Manga
8466,NULL,NULL
8467,NULL,NULL
8468,2,Manga
8469,4,Game
8470,2,Manga
8471,NULL,NULL
8472,4,Game
8473,2,Manga
8474,NULL,NULL
8475,2,Manga
8476,NULL,NULL
8477,NULL,NULL
8478,NULL,NULL
8479,3,Lightnovel
8480,NULL,NULL
8481,NULL,NULL
8482,NULL,NULL
8483,NULL,NULL
8484,NULL,NULL
8485,7,Novel
8486,3,Lightnovel
8487,5,Visualnovel
8488,4,Game
8489,4,Game
8490,1,Original
8491,NULL,NULL
8492,1,Original
8493,NULL,NULL
8494,2,Manga
8495,5,Visualnovel
8496,2,Manga
8497,11,Music
8498,1,Original
8499,3,Lightnovel
8500,2,Manga
8501,8,Other
8502,1,Original
8503,3,Lightnovel
8504,3,Lightnovel
8505,1,Original
8506,1,Original
8507,2,Manga
8508,NULL,NULL
8509,1,Original
8510,NULL,NULL
8511,2,Manga
8512,4,Game
8513,2,Manga
8514,NULL,NULL
8515,4,Game
8516,11,Music
8517,9,Picturebook
8518,1,Original
8519,1,Original
8520,1,Original
8521,1,Original
8522,2,Manga
8523,NULL,NULL
8524,5,Visualnovel
8525,2,Manga
8526,8,Other
8527,8,Other
8528,8,Other
8529,2,Manga
8530,2,Manga
8531,2,Manga
8532,2,Manga
8533,3,Lightnovel
8534,2,Manga
8535,1,Original
8536,2,Manga
8537,1,Original
8538,1,Original
8539,4,Game
8540,14,Cardgame
8541,5,Visualnovel
8542,1,Original
8543,NULL,NULL
8544,3,Lightnovel
8545,11,Music
8546,2,Manga
8547,2,Manga
8548,NULL,NULL
8549,NULL,NULL
8550,2,Manga
8551,NULL,NULL
8552,3,Lightnovel
8553,1,Original
8554,2,Manga
8555,NULL,NULL
8556,2,Manga
8557,NULL,NULL
8558,NULL,NULL
8559,NULL,NULL
8560,2,Manga
8561,NULL,NULL
8562,NULL,NULL
8563,NULL,NULL
8564,NULL,NULL
8565,NULL,NULL
8566,NULL,NULL
8567,NULL,NULL
8568,NULL,NULL
8569,NULL,NULL
8570,NULL,NULL
8571,NULL,NULL
8572,NULL,NULL
8573,NULL,NULL
8574,NULL,NULL
8575,NULL,NULL
8576,NULL,NULL
8577,NULL,NULL
8578,2,Manga
8579,1,Original
8580,1,Original
8581,NULL,NULL
8582,2,Manga
8583,NULL,NULL
8584,NULL,NULL
8585,2,Manga
8586,2,Manga
8587,NULL,NULL
8588,NULL,NULL
8589,1,Original
8590,2,Manga
8591,11,Music
8592,NULL,NULL
8593,2,Manga
8594,6,4-komamanga
8595,1,Original
8596,1,Original
8597,2,Manga
8598,4,Game
8599,2,Manga
8600,NULL,NULL
8601,NULL,NULL
8602,2,Manga
8603,1,Original
8604,6,4-komamanga
8605,2,Manga
8606,NULL,NULL
8607,2,Manga
8608,NULL,NULL
8609,2,Manga
8610,3,Lightnovel
8611,1,Original
8612,1,Original
8613,1,Original
8614,1,Original
8615,1,Original
8616,1,Original
8617,1,Original
8618,1,Original
8619,1,Original
8620,1,Original
8621,1,Original
8622,1,Original
8623,1,Original
8624,6,4-komamanga
8625,NULL,NULL
8626,2,Manga
8627,2,Manga
8628,4,Game
8629,NULL,NULL
8630,1,Original
8631,3,Lightnovel
8632,NULL,NULL
8633,1,Original
8634,NULL,NULL
8635,2,Manga
8636,NULL,NULL
8637,1,Original
8638,1,Original
8639,NULL,NULL
8640,14,Cardgame
8641,NULL,NULL
8642,1,Original
8643,1,Original
8644,5,Visualnovel
8645,5,Visualnovel
8646,NULL,NULL
8647,2,Manga
8648,NULL,NULL
8649,NULL,NULL
8650,NULL,NULL
8651,2,Manga
8652,1,Original
8653,2,Manga
8654,13,Book
8655,NULL,NULL
8656,4,Game
8657,NULL,NULL
8658,1,Original
8659,NULL,NULL
8660,1,Original
8661,NULL,NULL
8662,8,Other
8663,NULL,NULL
8664,11,Music
8665,1,Original
8666,NULL,NULL
8667,1,Original
8668,2,Manga
8669,2,Manga
8670,NULL,NULL
8671,NULL,NULL
8672,NULL,NULL
8673,NULL,NULL
8674,NULL,NULL
8675,NULL,NULL
8676,NULL,NULL
8677,NULL,NULL
8678,NULL,NULL
8679,NULL,NULL
8680,NULL,NULL
8681,NULL,NULL
8682,2,Manga
8683,NULL,NULL
8684,NULL,NULL
8685,NULL,NULL
8686,11,Music
8687,NULL,NULL
8688,NULL,NULL
8689,NULL,NULL
8690,NULL,NULL
8691,NULL,NULL
8692,NULL,NULL
8693,NULL,NULL
8694,NULL,NULL
8695,NULL,NULL
8696,NULL,NULL
8697,NULL,NULL
8698,NULL,NULL
8699,9,Picturebook
8700,2,Manga
8701,NULL,NULL
8702,8,Other
8703,NULL,NULL
8704,NULL,NULL
8705,2,Manga
8706,1,Original
8707,1,Original
8708,5,Visualnovel
8709,4,Game
8710,NULL,NULL
8711,NULL,NULL
8712,NULL,NULL
8713,NULL,NULL
8714,NULL,NULL
8715,NULL,NULL
8716,NULL,NULL
8717,NULL,NULL
8718,NULL,NULL
8719,2,Manga
8720,1,Original
8721,NULL,NULL
8722,NULL,NULL
8723,NULL,NULL
8724,NULL,NULL
8725,NULL,NULL
8726,NULL,NULL
8727,NULL,NULL
8728,NULL,NULL
8729,NULL,NULL
8730,NULL,NULL
8731,NULL,NULL
8732,NULL,NULL
8733,NULL,NULL
8734,NULL,NULL
8735,NULL,NULL
8736,NULL,NULL
8737,NULL,NULL
8738,NULL,NULL
8739,NULL,NULL
8740,NULL,NULL
8741,NULL,NULL
8742,NULL,NULL
8743,NULL,NULL
8744,NULL,NULL
8745,NULL,NULL
8746,NULL,NULL
8747,NULL,NULL
8748,NULL,NULL
8749,NULL,NULL
8750,5,Visualnovel
8751,NULL,NULL
8752,2,Manga
8753,3,Lightnovel
8754,1,Original
8755,NULL,NULL
8756,2,Manga
8757,1,Original
8758,2,Manga
8759,1,Original
8760,2,Manga
8761,2,Manga
8762,1,Original
8763,2,Manga
8764,2,Manga
8765,NULL,NULL
8766,NULL,NULL
8767,1,Original
8768,14,Cardgame
8769,NULL,NULL
8770,7,Novel
8771,4,Game
8772,4,Game
8773,2,Manga
8774,2,Manga
8775,2,Manga
8776,5,Visualnovel
8777,10,Webmanga
8778,NULL,NULL
8779,2,Manga
8780,2,Manga
8781,NULL,NULL
8782,NULL,NULL
8783,NULL,NULL
8784,2,Manga
8785,6,4-komamanga
8786,1,Original
8787,NULL,NULL
8788,NULL,NULL
8789,NULL,NULL
8790,NULL,NULL
8791,NULL,NULL
8792,3,Lightnovel
8793,3,Lightnovel
8794,3,Lightnovel
8795,NULL,NULL
8796,2,Manga
8797,5,Visualnovel
8798,4,Game
8799,2,Manga
8800,1,Original
8801,NULL,NULL
8802,3,Lightnovel
8803,NULL,NULL
8804,NULL,NULL
8805,NULL,NULL
8806,NULL,NULL
8807,NULL,NULL
8808,NULL,NULL
8809,NULL,NULL
8810,NULL,NULL
8811,NULL,NULL
8812,1,Original
8813,NULL,NULL
8814,NULL,NULL
8815,NULL,NULL
8816,1,Original
8817,NULL,NULL
8818,NULL,NULL
8819,NULL,NULL
8820,NULL,NULL
8821,2,Manga
8822,NULL,NULL
8823,NULL,NULL
8824,4,Game
8825,NULL,NULL
8826,2,Manga
8827,4,Game
8828,NULL,NULL
8829,2,Manga
8830,1,Original
8831,1,Original
8832,1,Original
8833,1,Original
8834,1,Original
8835,1,Original
8836,1,Original
8837,1,Original
8838,1,Original
8839,1,Original
8840,1,Original
8841,7,Novel
8842,1,Original
8843,1,Original
8844,NULL,NULL
8845,5,Visualnovel
8846,NULL,NULL
8847,NULL,NULL
8848,3,Lightnovel
8849,NULL,NULL
8850,1,Original
8851,1,Original
8852,4,Game
8853,1,Original
8854,NULL,NULL
8855,7,Novel
8856,2,Manga
8857,1,Original
8858,5,Visualnovel
8859,NULL,NULL
8860,NULL,NULL
8861,8,Other
8862,1,Original
8863,1,Original
8864,1,Original
8865,1,Original
8866,1,Original
8867,3,Lightnovel
8868,4,Game
8869,1,Original
8870,2,Manga
8871,2,Manga
8872,6,4-komamanga
8873,NULL,NULL
8874,3,Lightnovel
8875,3,Lightnovel
8876,2,Manga
8877,5,Visualnovel
8878,1,Original
8879,6,4-komamanga
8880,1,Original
8881,1,Original
8882,1,Original
8883,6,4-komamanga
8884,2,Manga
8885,1,Original
8886,3,Lightnovel
8887,7,Novel
8888,1,Original
8889,1,Original
8890,1,Original
8891,6,4-komamanga
8892,2,Manga
8893,NULL,NULL
8894,4,Game
8895,NULL,NULL
8896,5,Visualnovel
8897,3,Lightnovel
8898,1,Original
8899,NULL,NULL
8900,NULL,NULL
8901,2,Manga
8902,1,Original
8903,3,Lightnovel
8904,1,Original
8905,1,Original
8906,5,Visualnovel
8907,3,Lightnovel
8908,NULL,NULL
8909,NULL,NULL
8910,NULL,NULL
8911,NULL,NULL
8912,2,Manga
8913,2,Manga
8914,NULL,NULL
8915,2,Manga
8916,3,Lightnovel
8917,NULL,NULL
8918,2,Manga
8919,2,Manga
8920,1,Original
8921,2,Manga
8922,3,Lightnovel
8923,1,Original
8924,NULL,NULL
8925,1,Original
8926,NULL,NULL
8927,NULL,NULL
8928,NULL,NULL
8929,1,Original
8930,1,Original
8931,2,Manga
8932,NULL,NULL
8933,6,4-komamanga
8934,2,Manga
8935,1,Original
8936,2,Manga
8937,1,Original
8938,1,Original
8939,5,Visualnovel
8940,2,Manga
8941,2,Manga
8942,NULL,NULL
8943,2,Manga
8944,2,Manga
8945,1,Original
8946,NULL,NULL
8947,11,Music
8948,2,Manga
8949,NULL,NULL
8950,7,Novel
8951,1,Original
8952,6,4-komamanga
8953,7,Novel
8954,NULL,NULL
8955,NULL,NULL
8956,2,Manga
8957,7,Novel
8958,NULL,NULL
8959,NULL,NULL
8960,4,Game
8961,NULL,NULL
8962,NULL,NULL
8963,NULL,NULL
8964,7,Novel
8965,NULL,NULL
8966,NULL,NULL
8967,NULL,NULL
8968,NULL,NULL
8969,NULL,NULL
8970,NULL,NULL
8971,3,Lightnovel
8972,1,Original
8973,2,Manga
8974,2,Manga
8975,1,Original
8976,1,Original
8977,1,Original
8978,1,Original
8979,1,Original
8980,1,Original
8981,NULL,NULL
8982,NULL,NULL
8983,NULL,NULL
8984,NULL,NULL
8985,2,Manga
8986,2,Manga
8987,2,Manga
8988,NULL,NULL
8989,NULL,NULL
8990,2,Manga
8991,NULL,NULL
8992,2,Manga
8993,3,Lightnovel
8994,NULL,NULL
8995,NULL,NULL
8996,NULL,NULL
8997,NULL,NULL
8998,NULL,NULL
8999,2,Manga
9000,NULL,NULL
9001,NULL,NULL
9002,1,Original
9003,NULL,NULL
9004,NULL,NULL
9005,1,Original
9006,NULL,NULL
9007,NULL,NULL
9008,6,4-komamanga
9009,NULL,NULL
9010,NULL,NULL
9011,4,Game
9012,2,Manga
9013,1,Original
9014,2,Manga
9015,NULL,NULL
9016,NULL,NULL
9017,NULL,NULL
9018,NULL,NULL
9019,2,Manga
9020,2,Manga
9021,NULL,NULL
9022,4,Game
9023,8,Other
9024,NULL,NULL
9025,NULL,NULL
9026,NULL,NULL
9027,1,Original
9028,4,Game
9029,1,Original
9030,8,Other
9031,2,Manga
9032,2,Manga
9033,3,Lightnovel
9034,NULL,NULL
9035,NULL,NULL
9036,NULL,NULL
9037,NULL,NULL
9038,NULL,NULL
9039,NULL,NULL
9040,NULL,NULL
9041,NULL,NULL
9042,6,4-komamanga
9043,1,Original
9044,NULL,NULL
9045,NULL,NULL
9046,2,Manga
9047,NULL,NULL
9048,2,Manga
9049,NULL,NULL
9050,2,Manga
9051,NULL,NULL
9052,NULL,NULL
9053,NULL,NULL
9054,NULL,NULL
9055,NULL,NULL
9056,1,Original
9057,NULL,NULL
9058,NULL,NULL
9059,7,Novel
9060,2,Manga
9061,NULL,NULL
9062,8,Other
9063,8,Other
9064,8,Other
9065,6,4-komamanga
9066,NULL,NULL
9067,NULL,NULL
9068,2,Manga
9069,2,Manga
9070,2,Manga
9071,NULL,NULL
9072,3,Lightnovel
9073,NULL,NULL
9074,5,Visualnovel
9075,NULL,NULL
9076,2,Manga
9077,2,Manga
9078,14,Cardgame
9079,NULL,NULL
9080,NULL,NULL
9081,NULL,NULL
9082,NULL,NULL
9083,NULL,NULL
9084,NULL,NULL
9085,1,Original
9086,NULL,NULL
9087,4,Game
9088,2,Manga
9089,2,Manga
9090,NULL,NULL
9091,2,Manga
9092,NULL,NULL
9093,NULL,NULL
9094,1,Original
9095,NULL,NULL
9096,3,Lightnovel
9097,2,Manga
9098,NULL,NULL
9099,2,Manga
9100,NULL,NULL
9101,2,Manga
9102,2,Manga
9103,2,Manga
9104,NULL,NULL
9105,1,Original
9106,NULL,NULL
9107,NULL,NULL
9108,NULL,NULL
9109,6,4-komamanga
9110,2,Manga
9111,3,Lightnovel
9112,NULL,NULL
9113,NULL,NULL
9114,NULL,NULL
9115,3,Lightnovel
9116,8,Other
9117,5,Visualnovel
9118,5,Visualnovel
9119,2,Manga
9120,2,Manga
9121,1,Original
9122,2,Manga
9123,NULL,NULL
9124,2,Manga
9125,4,Game
9126,NULL,NULL
9127,2,Manga
9128,1,Original
9129,2,Manga
9130,NULL,NULL
9131,1,Original
9132,5,Visualnovel
9133,1,Original
9134,2,Manga
9135,2,Manga
9136,2,Manga
9137,11,Music
9138,NULL,NULL
9139,2,Manga
9140,NULL,NULL
9141,NULL,NULL
9142,NULL,NULL
9143,3,Lightnovel
9144,2,Manga
9145,3,Lightnovel
9146,2,Manga
9147,4,Game
9148,NULL,NULL
9149,1,Original
9150,2,Manga
9151,6,4-komamanga
9152,NULL,NULL
9153,6,4-komamanga
9154,1,Original
9155,2,Manga
9156,4,Game
9157,NULL,NULL
9158,1,Original
9159,1,Original
9160,1,Original
9161,4,Game
9162,NULL,NULL
9163,NULL,NULL
9164,1,Original
9165,2,Manga
9166,6,4-komamanga
9167,NULL,NULL
9168,1,Original
9169,5,Visualnovel
9170,NULL,NULL
9171,NULL,NULL
9172,3,Lightnovel
9173,NULL,NULL
9174,NULL,NULL
9175,14,Cardgame
9176,2,Manga
9177,NULL,NULL
9178,7,Novel
9179,NULL,NULL
9180,2,Manga
9181,2,Manga
9182,1,Original
9183,2,Manga
9184,3,Lightnovel
9185,3,Lightnovel
9186,1,Original
9187,NULL,NULL
9188,3,Lightnovel
9189,5,Visualnovel
9190,5,Visualnovel
9191,2,Manga
9192,NULL,NULL
9193,2,Manga
9194,1,Original
9195,1,Original
9196,2,Manga
9197,1,Original
9198,11,Music
9199,NULL,NULL
9200,9,Picturebook
9201,8,Other
9202,9,Picturebook
9203,NULL,NULL
9204,NULL,NULL
9205,NULL,NULL
9206,NULL,NULL
9207,NULL,NULL
9208,2,Manga
9209,NULL,NULL
9210,6,4-komamanga
9211,11,Music
9212,2,Manga
9213,6,4-komamanga
9214,NULL,NULL
9215,11,Music
9216,1,Original
9217,2,Manga
9218,2,Manga
9219,5,Visualnovel
9220,4,Game
9221,1,Original
9222,NULL,NULL
9223,1,Original
9224,NULL,NULL
9225,NULL,NULL
9226,3,Lightnovel
9227,NULL,NULL
9228,9,Picturebook
9229,8,Other
9230,NULL,NULL
9231,2,Manga
9232,11,Music
9233,1,Original
9234,11,Music
9235,2,Manga
9236,5,Visualnovel
9237,2,Manga
9238,2,Manga
9239,2,Manga
9240,NULL,NULL
9241,NULL,NULL
9242,6,4-komamanga
9243,2,Manga
9244,1,Original
9245,2,Manga
9246,8,Other
9247,1,Original
9248,1,Original
9249,2,Manga
9250,2,Manga
9251,NULL,NULL
9252,3,Lightnovel
9253,1,Original
9254,1,Original
9255,1,Original
9256,2,Manga
9257,2,Manga
9258,3,Lightnovel
9259,NULL,NULL
9260,NULL,NULL
9261,2,Manga
9262,NULL,NULL
9263,2,Manga
9264,1,Original
9265,NULL,NULL
9266,NULL,NULL
9267,5,Visualnovel
9268,NULL,NULL
9269,NULL,NULL
9270,NULL,NULL
9271,NULL,NULL
9272,NULL,NULL
9273,NULL,NULL
9274,NULL,NULL
9275,7,Novel
9276,7,Novel
9277,NULL,NULL
9278,NULL,NULL
9279,NULL,NULL
9280,NULL,NULL
9281,NULL,NULL
9282,NULL,NULL
9283,NULL,NULL
9284,NULL,NULL
9285,NULL,NULL
9286,NULL,NULL
9287,3,Lightnovel
9288,1,Original
9289,1,Original
9290,NULL,NULL
9291,2,Manga
9292,3,Lightnovel
9293,NULL,NULL
9294,1,Original
9295,NULL,NULL
9296,2,Manga
9297,3,Lightnovel
9298,2,Manga
9299,1,Original
9300,1,Original
9301,2,Manga
9302,NULL,NULL
9303,2,Manga
9304,NULL,NULL
9305,NULL,NULL
9306,NULL,NULL
9307,1,Original
9308,1,Original
9309,1,Original
9310,3,Lightnovel
9311,NULL,NULL
9312,NULL,NULL
9313,1,Original
9314,NULL,NULL
9315,NULL,NULL
9316,2,Manga
9317,NULL,NULL
9318,2,Manga
9319,NULL,NULL
9320,2,Manga
9321,5,Visualnovel
9322,2,Manga
9323,4,Game
9324,NULL,NULL
9325,NULL,NULL
9326,NULL,NULL
9327,2,Manga
9328,1,Original
9329,3,Lightnovel
9330,2,Manga
9331,4,Game
9332,7,Novel
9333,6,4-komamanga
9334,2,Manga
9335,8,Other
9336,1,Original
9337,NULL,NULL
9338,1,Original
9339,NULL,NULL
9340,9,Picturebook
9341,2,Manga
9342,1,Original
9343,NULL,NULL
9344,5,Visualnovel
9345,9,Picturebook
9346,NULL,NULL
9347,1,Original
9348,NULL,NULL
9349,NULL,NULL
9350,5,Visualnovel
9351,NULL,NULL
9352,NULL,NULL
9353,1,Original
9354,1,Original
9355,NULL,NULL
9356,8,Other
9357,NULL,NULL
9358,9,Picturebook
9359,9,Picturebook
9360,NULL,NULL
9361,9,Picturebook
9362,NULL,NULL
9363,NULL,NULL
9364,NULL,NULL
9365,NULL,NULL
9366,NULL,NULL
9367,1,Original
9368,11,Music
9369,1,Original
9370,2,Manga
9371,2,Manga
9372,2,Manga
9373,2,Manga
9374,5,Visualnovel
9375,2,Manga
9376,1,Original
9377,3,Lightnovel
9378,NULL,NULL
9379,6,4-komamanga
9380,1,Original
9381,1,Original
9382,NULL,NULL
9383,2,Manga
9384,2,Manga
9385,5,Visualnovel
9386,2,Manga
9387,4,Game
9388,NULL,NULL
9389,NULL,NULL
9390,NULL,NULL
9391,1,Original
9392,4,Game
9393,4,Game
9394,6,4-komamanga
9395,6,4-komamanga
9396,1,Original
9397,NULL,NULL
9398,NULL,NULL
9399,1,Original
9400,5,Visualnovel
9401,6,4-komamanga
9402,NULL,NULL
9403,8,Other
9404,NULL,NULL
9405,NULL,NULL
9406,1,Original
9407,1,Original
9408,NULL,NULL
9409,5,Visualnovel
9410,2,Manga
9411,NULL,NULL
9412,8,Other
9413,1,Original
9414,1,Original
9415,1,Original
9416,1,Original
9417,1,Original
9418,1,Original
9419,1,Original
9420,1,Original
9421,1,Original
9422,1,Original
9423,NULL,NULL
9424,1,Original
9425,1,Original
9426,4,Game
9427,6,4-komamanga
9428,1,Original
9429,1,Original
9430,1,Original
9431,1,Original
9432,1,Original
9433,1,Original
9434,3,Lightnovel
9435,3,Lightnovel
9436,NULL,NULL
9437,NULL,NULL
9438,NULL,NULL
9439,NULL,NULL
9440,1,Original
9441,2,Manga
9442,2,Manga
9443,5,Visualnovel
9444,NULL,NULL
9445,2,Manga
9446,NULL,NULL
9447,6,4-komamanga
9448,NULL,NULL
9449,NULL,NULL
9450,NULL,NULL
9451,NULL,NULL
9452,NULL,NULL
9453,NULL,NULL
9454,NULL,NULL
9455,NULL,NULL
9456,NULL,NULL
9457,NULL,NULL
9458,NULL,NULL
9459,NULL,NULL
9460,NULL,NULL
9461,NULL,NULL
9462,NULL,NULL
9463,NULL,NULL
9464,NULL,NULL
9465,6,4-komamanga
9466,9,Picturebook
9467,NULL,NULL
9468,NULL,NULL
9469,NULL,NULL
9470,NULL,NULL
9471,NULL,NULL
9472,NULL,NULL
9473,NULL,NULL
9474,NULL,NULL
9475,NULL,NULL
9476,NULL,NULL
9477,NULL,NULL
9478,NULL,NULL
9479,NULL,NULL
9480,9,Picturebook
9481,1,Original
9482,NULL,NULL
9483,NULL,NULL
9484,7,Novel
9485,NULL,NULL
9486,NULL,NULL
9487,1,Original
9488,NULL,NULL
9489,NULL,NULL
9490,NULL,NULL
9491,NULL,NULL
9492,NULL,NULL
9493,NULL,NULL
9494,NULL,NULL
9495,NULL,NULL
9496,NULL,NULL
9497,NULL,NULL
9498,NULL,NULL
9499,NULL,NULL
9500,NULL,NULL
9501,NULL,NULL
9502,2,Manga
9503,NULL,NULL
9504,NULL,NULL
9505,NULL,NULL
9506,NULL,NULL
9507,NULL,NULL
9508,NULL,NULL
9509,NULL,NULL
9510,NULL,NULL
9511,NULL,NULL
9512,NULL,NULL
9513,NULL,NULL
9514,NULL,NULL
9515,NULL,NULL
9516,NULL,NULL
9517,NULL,NULL
9518,NULL,NULL
9519,NULL,NULL
9520,NULL,NULL
9521,NULL,NULL
9522,8,Other
9523,NULL,NULL
9524,NULL,NULL
9525,NULL,NULL
9526,NULL,NULL
9527,NULL,NULL
9528,NULL,NULL
9529,NULL,NULL
9530,13,Book
9531,NULL,NULL
9532,NULL,NULL
9533,NULL,NULL
9534,NULL,NULL
9535,1,Original
9536,NULL,NULL
9537,NULL,NULL
9538,NULL,NULL
9539,NULL,NULL
9540,NULL,NULL
9541,NULL,NULL
9542,NULL,NULL
9543,NULL,NULL
9544,NULL,NULL
9545,NULL,NULL
9546,NULL,NULL
9547,NULL,NULL
9548,NULL,NULL
9549,NULL,NULL
9550,1,Original
9551,9,Picturebook
9552,NULL,NULL
9553,6,4-komamanga
9554,2,Manga
9555,4,Game
9556,2,Manga
9557,2,Manga
9558,2,Manga
9559,1,Original
9560,2,Manga
9561,1,Original
9562,5,Visualnovel
9563,NULL,NULL
9564,NULL,NULL
9565,NULL,NULL
9566,NULL,NULL
9567,NULL,NULL
9568,NULL,NULL
9569,1,Original
9570,NULL,NULL
9571,1,Original
9572,NULL,NULL
9573,NULL,NULL
9574,2,Manga
9575,2,Manga
9576,5,Visualnovel
9577,1,Original
9578,1,Original
9579,4,Game
9580,NULL,NULL
9581,NULL,NULL
9582,NULL,NULL
9583,NULL,NULL
9584,NULL,NULL
9585,NULL,NULL
9586,NULL,NULL
9587,NULL,NULL
9588,NULL,NULL
9589,NULL,NULL
9590,NULL,NULL
9591,NULL,NULL
9592,NULL,NULL
9593,NULL,NULL
9594,1,Original
9595,3,Lightnovel
9596,NULL,NULL
9597,1,Original
9598,2,Manga
9599,4,Game
9600,1,Original
9601,NULL,NULL
9602,NULL,NULL
9603,NULL,NULL
9604,2,Manga
9605,NULL,NULL
9606,NULL,NULL
9607,1,Original
9608,1,Original
9609,1,Original
9610,NULL,NULL
9611,1,Original
9612,3,Lightnovel
9613,5,Visualnovel
9614,14,Cardgame
9615,2,Manga
9616,NULL,NULL
9617,1,Original
9618,4,Game
9619,6,4-komamanga
9620,NULL,NULL
