anime_id,media_type
755,TV
756,TV
757,OVA
758,TV
759,OVA
760,TV
761,TV
762,OVA
763,Movie
764,TV
765,TV
766,OVA
767,TV
768,TV
769,OVA
770,TV
771,TV
772,TV
773,TV
774,TV
775,TV
776,TV
777,TV
778,TV
779,TV
780,TV
781,OVA
782,TV
783,Movie
784,Movie
785,Movie
786,Movie
787,OVA
788,TV
789,TV
790,TV
791,Movie
792,TV
793,TV
794,TV
795,TV
796,TV
797,OVA
798,Movie
799,Movie
800,Movie
801,OVA
802,TV
803,OVA
804,TV
805,TV
806,TV
807,Movie
808,Movie
809,Movie
810,Movie
811,Movie
812,Movie
813,Movie
814,Movie
815,Movie
816,Movie
817,Movie
818,Movie
819,Movie
820,Movie
821,Movie
822,Movie
823,TV
824,OVA
825,TV
826,TV
827,Movie
828,TV
829,TV
830,TV
831,TV
832,TV
833,OVA
834,TV
835,TV
836,Special
837,OVA
838,TV
839,TV
840,TV
841,TV
842,TV
843,TV
844,TV
845,OVA
846,OVA
847,TV
848,TV
849,Movie
850,OVA
851,OVA
852,TV
853,TV
854,TV
855,TV
856,TV
857,OVA
858,Movie
859,TV
860,TV
861,TV
862,TV
863,TV
864,TV
865,TV
866,TV
867,TV
868,TV
869,Special
870,TV
871,TV
872,TV
873,TV
874,TV
875,TV
876,TV
877,TV
878,OVA
879,TV
880,Movie
881,OVA
882,OVA
883,OVA
884,OVA
885,Movie
886,TV
887,OVA
888,OVA
889,OVA
890,OVA
891,Special
892,Special
893,Special
894,TV
895,Special
896,TV
897,OVA
898,TV
899,Special
900,OVA
901,OVA
902,TV
903,Movie
904,TV
905,OVA
906,TV
907,Special
908,OVA
909,Special
910,OVA
911,TV
912,Movie
913,OVA
914,OVA
915,OVA
916,Movie
917,OVA
918,Special
919,TV
920,Special
921,Special
922,OVA
923,TV
924,TV
925,TV
926,OVA
927,TV
928,TV
929,OVA
930,OVA
931,TV
932,OVA
933,OVA
934,Movie
935,Movie
936,Movie
937,Movie
938,Movie
939,Movie
940,Movie
941,TV
942,OVA
943,TV
944,OVA
945,OVA
946,TV
947,OVA
948,OVA
949,OVA
950,Movie
951,TV
952,TV
953,Music
954,TV
955,Movie
956,TV
957,OVA
958,OVA
959,OVA
960,ONA
961,OVA
962,TV
963,OVA
964,OVA
965,TV
966,TV
967,OVA
968,TV
969,Special
970,TV
971,TV
972,TV
973,TV
974,OVA
975,OVA
976,OVA
977,OVA
978,OVA
979,Movie
980,OVA
981,OVA
982,OVA
983,TV
984,TV
985,OVA
986,OVA
987,TV
988,TV
989,TV
990,Movie
991,Movie
992,Movie
993,Movie
994,TV
995,Special
996,Movie
997,Movie
998,TV
999,TV
1000,OVA
1001,OVA
1002,Movie
1003,ONA
1004,TV
1005,TV
1006,OVA
1007,Movie
1008,Movie
1009,TV
1010,Special
1011,TV
1012,OVA
1013,OVA
1014,OVA
1015,OVA
1016,Movie
1017,Movie
1018,Movie
1019,Movie
1020,Movie
1021,Movie
1022,Movie
1023,TV
1024,Special
1025,TV
1026,TV
1027,TV
1028,Special
1029,Movie
1030,TV
1031,TV
1032,OVA
1033,TV
1034,TV
1035,TV
1036,TV
1037,Movie
1038,Movie
1039,TV
1040,Special
1041,Movie
1042,TV
1043,OVA
1044,OVA
1045,OVA
1046,TV
1047,OVA
1048,OVA
1049,OVA
1050,OVA
1051,Movie
1052,OVA
1053,TV
1054,TV
1055,OVA
1056,OVA
1057,Movie
1058,TV
1059,OVA
1060,TV
1061,TV
1062,OVA
1063,OVA
1064,TV
1065,OVA
1066,OVA
1067,OVA
1068,OVA
1069,TV
1070,OVA
1071,TV
1072,OVA
1073,OVA
1074,OVA
1075,TV
1076,TV
1077,OVA
1078,OVA
1079,OVA
1080,TV
1081,OVA
1082,TV
1083,OVA
1084,TV
1085,TV
1086,OVA
1087,OVA
1088,Movie
1089,TV
1090,TV
1091,TV
1092,TV
1093,TV
1094,TV
1095,TV
1096,OVA
1097,Movie
1098,Movie
1099,ONA
1100,Movie
1101,Movie
1102,Movie
1103,Movie
1104,TV
1105,Movie
1106,TV
1107,TV
1108,ONA
1109,OVA
1110,OVA
1111,TV
1112,TV
1113,ONA
1114,TV
1115,TV
1116,ONA
1117,TV
1118,OVA
1119,TV
1120,OVA
1121,OVA
1122,TV
1123,TV
1124,OVA
1125,OVA
1126,OVA
1127,Special
1128,TV
1129,Special
1130,Special
1131,TV
1132,Movie
1133,OVA
1134,TV
1135,OVA
1136,OVA
1137,TV
1138,TV
1139,OVA
1140,TV
1141,TV
1142,TV
1143,Movie
1144,OVA
1145,TV
1146,Movie
1147,Movie
1148,OVA
1149,Movie
1150,Movie
1151,Movie
1152,TV
1153,OVA
1154,OVA
1155,TV
1156,OVA
1157,OVA
1158,OVA
1159,OVA
1160,OVA
1161,OVA
1162,OVA
1163,OVA
1164,OVA
1165,OVA
1166,OVA
1167,OVA
1168,OVA
1169,Special
1170,TV
1171,OVA
1172,TV
1173,OVA
1174,OVA
1175,OVA
1176,OVA
1177,Movie
1178,OVA
1179,OVA
1180,Movie
1181,TV
1182,TV
1183,OVA
1184,OVA
1185,OVA
1186,OVA
1187,ONA
1188,TV
1189,Movie
1190,Movie
1191,OVA
1192,Special
1193,TV
1194,TV
1195,TV
1196,TV
1197,Special
1198,OVA
1199,TV
1200,TV
1201,OVA
1202,Movie
1203,OVA
1204,OVA
1205,TV
1206,Special
1207,OVA
1208,TV
1209,OVA
1210,OVA
1211,OVA
1212,OVA
1213,OVA
1214,OVA
1215,OVA
1216,OVA
1217,OVA
1218,OVA
1219,OVA
1220,TV
1221,OVA
1222,OVA
1223,OVA
1224,OVA
1225,OVA
1226,TV
1227,OVA
1228,Movie
1229,OVA
1230,OVA
1231,Movie
1232,Movie
1233,Movie
1234,Movie
1235,Movie
1236,Movie
1237,Movie
1238,OVA
1239,OVA
1240,Movie
1241,TV
1242,TV
1243,Special
1244,TV
1245,TV
1246,OVA
1247,TV
1248,Movie
1249,Movie
1250,Movie
1251,Special
1252,OVA
1253,OVA
1254,OVA
1255,OVA
1256,OVA
1257,OVA
1258,OVA
1259,OVA
1260,OVA
1261,TV
1262,OVA
1263,OVA
1264,OVA
1265,OVA
1266,OVA
1267,TV
1268,OVA
1269,OVA
1270,Movie
1271,OVA
1272,OVA
1273,OVA
1274,OVA
1275,OVA
1276,OVA
1277,OVA
1278,OVA
1279,TV
1280,TV
1281,OVA
1282,TV
1283,Special
1284,Special
1285,Special
1286,Movie
1287,Special
1288,Special
1289,Movie
1290,Special
1291,Special
1292,Special
1293,Special
1294,Special
1295,TV
1296,TV
1297,OVA
1298,OVA
1299,Special
1300,Movie
1301,Special
1302,Movie
1303,Movie
1304,Special
1305,Movie
1306,Special
1307,Special
1308,Special
1309,Special
1310,OVA
1311,Movie
1312,TV
1313,OVA
1314,OVA
1315,TV
1316,TV
1317,TV
1318,Movie
1319,OVA
1320,TV
1321,TV
1322,OVA
1323,TV
1324,OVA
1325,TV
1326,TV
1327,OVA
1328,Movie
1329,TV
1330,TV
1331,OVA
1332,TV
1333,TV
1334,TV
1335,TV
1336,TV
1337,Movie
1338,Movie
1339,Movie
1340,Special
1341,Special
1342,Special
1343,OVA
1344,Special
1345,TV
1346,TV
1347,OVA
1348,TV
1349,TV
1350,Special
1351,OVA
1352,Special
1353,TV
1354,TV
1355,TV
1356,TV
1357,Movie
1358,OVA
1359,OVA
1360,Movie
1361,TV
1362,OVA
1363,OVA
1364,OVA
1365,TV
1366,Special
1367,OVA
1368,Movie
1369,Movie
1370,TV
1371,TV
1372,OVA
1373,OVA
1374,OVA
1375,OVA
1376,OVA
1377,OVA
1378,TV
1379,TV
1380,TV
1381,OVA
1382,Movie
1383,TV
1384,Special
1385,Movie
1386,ONA
1387,OVA
1388,OVA
1389,TV
1390,OVA
1391,TV
1392,TV
1393,TV
1394,TV
1395,TV
1396,TV
1397,TV
1398,Special
1399,Special
1400,TV
1401,TV
1402,TV
1403,OVA
1404,TV
1405,TV
1406,TV
1407,Movie
1408,TV
1409,Movie
1410,OVA
1411,TV
1412,TV
1413,OVA
1414,TV
1415,OVA
1416,TV
1417,OVA
1418,TV
1419,TV
1420,TV
1421,TV
1422,TV
1423,Special
1424,TV
1425,TV
1426,TV
1427,TV
1428,TV
1429,TV
1430,TV
1431,TV
1432,TV
1433,ONA
1434,OVA
1435,TV
1436,TV
1437,OVA
1438,TV
1439,OVA
1440,TV
1441,OVA
1442,OVA
1443,OVA
1444,TV
1445,TV
1446,TV
1447,TV
1448,TV
1449,TV
1450,ONA
1451,TV
1452,OVA
1453,OVA
1454,TV
1455,OVA
1456,TV
1457,TV
1458,TV
1459,TV
1460,TV
1461,TV
1462,TV
1463,TV
1464,TV
1465,OVA
1466,OVA
1467,OVA
1468,TV
1469,TV
1470,TV
1471,OVA
1472,OVA
1473,Movie
1474,OVA
1475,TV
1476,Special
1477,Special
1478,Movie
1479,OVA
1480,TV
1481,TV
1482,OVA
1483,Special
1484,OVA
1485,OVA
1486,OVA
1487,OVA
1488,OVA
1489,OVA
1490,TV
1491,OVA
1492,OVA
1493,OVA
1494,TV
1495,OVA
1496,OVA
1497,OVA
1498,OVA
1499,OVA
1500,TV
1501,TV
1502,TV
1503,OVA
1504,TV
1505,TV
1506,OVA
1507,OVA
1508,Special
1509,TV
1510,TV
1511,OVA
1512,TV
1513,TV
1514,OVA
1515,TV
1516,TV
1517,TV
1518,TV
1519,Movie
1520,OVA
1521,TV
1522,TV
1523,TV
1524,TV
1525,TV
1526,Special
1527,TV
1528,OVA
1529,Movie
1530,OVA
1531,TV
1532,TV
1533,TV
1534,Movie
1535,TV
1536,Movie
1537,TV
1538,TV
1539,OVA
1540,TV
1541,TV
1542,TV
1543,OVA
1544,TV
1545,TV
1546,OVA
1547,OVA
1548,TV
1549,TV
1550,TV
1551,TV
1552,TV
1553,TV
1554,Special
1555,TV
1556,TV
1557,TV
1558,TV
1559,Special
1560,Special
1561,OVA
1562,TV
1563,TV
1564,Movie
1565,TV
1566,ONA
1567,TV
1568,TV
1569,TV
1570,OVA
1571,OVA
1572,OVA
1573,OVA
1574,ONA
1575,TV
1576,OVA
1577,TV
1578,TV
1579,TV
1580,TV
1581,Special
1582,OVA
1583,TV
1584,TV
1585,TV
1586,TV
1587,OVA
1588,OVA
1589,Special
1590,Special
1591,OVA
1592,Movie
1593,Special
1594,Special
1595,Special
1596,Special
1597,Special
1598,Special
1599,OVA
1600,Movie
1601,OVA
1602,OVA
1603,OVA
1604,Movie
1605,OVA
1606,OVA
1607,OVA
1608,OVA
1609,TV
1610,OVA
1611,TV
1612,OVA
1613,Movie
1614,Special
1615,TV
1616,Movie
1617,Movie
1618,TV
1619,OVA
1620,OVA
1621,OVA
1622,OVA
1623,OVA
1624,OVA
1625,OVA
1626,OVA
1627,OVA
1628,OVA
1629,Special
1630,Special
1631,OVA
1632,TV
1633,Movie
1634,OVA
1635,OVA
1636,Movie
1637,OVA
1638,OVA
1639,OVA
1640,OVA
1641,OVA
1642,OVA
1643,OVA
1644,OVA
1645,TV
1646,TV
1647,TV
1648,TV
1649,OVA
1650,TV
1651,OVA
1652,Movie
1653,TV
1654,Special
1655,TV
1656,OVA
1657,OVA
1658,OVA
1659,OVA
1660,TV
1661,Movie
1662,Movie
1663,TV
1664,TV
1665,ONA
1666,Movie
1667,Special
1668,OVA
1669,OVA
1670,Movie
1671,OVA
1672,TV
1673,TV
1674,TV
1675,OVA
1676,TV
1677,TV
1678,Special
1679,TV
1680,Special
1681,TV
1682,TV
1683,TV
1684,Special
1685,TV
1686,OVA
1687,OVA
1688,OVA
1689,TV
1690,TV
1691,OVA
1692,OVA
1693,ONA
1694,Special
1695,TV
1696,OVA
1697,TV
1698,Movie
1699,OVA
1700,TV
1701,TV
1702,TV
1703,Movie
1704,OVA
1705,TV
1706,Special
1707,TV
1708,TV
1709,Special
1710,TV
1711,OVA
1712,OVA
1713,TV
1714,TV
1715,TV
1716,TV
1717,TV
1718,TV
1719,TV
1720,OVA
1721,TV
1722,Music
1723,TV
1724,TV
1725,TV
1726,Movie
1727,OVA
1728,OVA
1729,TV
1730,Special
1731,TV
1732,OVA
1733,Movie
1734,OVA
1735,Special
1736,OVA
1737,Special
1738,Movie
1739,OVA
1740,OVA
1741,OVA
1742,OVA
1743,Movie
1744,TV
1745,OVA
1746,TV
1747,TV
1748,OVA
1749,OVA
1750,OVA
1751,OVA
1752,Movie
1753,Movie
1754,Movie
1755,Movie
1756,Movie
1757,Movie
1758,Music
1759,OVA
1760,OVA
1761,TV
1762,Movie
1763,Movie
1764,TV
1765,OVA
1766,OVA
1767,TV
1768,OVA
1769,OVA
1770,OVA
1771,OVA
1772,TV
1773,TV
1774,Movie
1775,OVA
1776,TV
1777,TV
1778,OVA
1779,Movie
1780,OVA
1781,Special
1782,OVA
1783,TV
1784,TV
1785,OVA
1786,Music
1787,OVA
1788,TV
1789,Movie
1790,TV
1791,OVA
1792,TV
1793,OVA
1794,Movie
1795,Movie
1796,Movie
1797,TV
1798,OVA
1799,TV
1800,TV
1801,OVA
1802,Movie
1803,OVA
1804,OVA
1805,OVA
1806,Movie
1807,Movie
1808,Movie
1809,TV
1810,TV
1811,TV
1812,Movie
1813,Movie
1814,TV
1815,OVA
1816,Special
1817,Special
1818,OVA
1819,Special
1820,Music
1821,OVA
1822,Movie
1823,TV
1824,TV
1825,OVA
1826,TV
1827,Movie
1828,OVA
1829,Movie
1830,Special
1831,Special
1832,TV
1833,TV
1834,Movie
1835,TV
1836,OVA
1837,OVA
1838,OVA
1839,OVA
1840,OVA
1841,Special
1842,OVA
1843,OVA
1844,OVA
1845,TV
1846,TV
1847,TV
1848,Special
1849,OVA
1850,Movie
1851,TV
1852,TV
1853,TV
1854,Movie
1855,TV
1856,TV
1857,TV
1858,TV
1859,TV
1860,TV
1861,TV
1862,TV
1863,Movie
1864,TV
1865,TV
1866,OVA
1867,OVA
1868,Movie
1869,OVA
1870,OVA
1871,OVA
1872,OVA
1873,OVA
1874,OVA
1875,OVA
1876,Movie
1877,OVA
1878,OVA
1879,OVA
1880,OVA
1881,Movie
1882,OVA
1883,OVA
1884,OVA
1885,OVA
1886,OVA
1887,OVA
1888,OVA
1889,OVA
1890,Movie
1891,OVA
1892,Movie
1893,OVA
1894,OVA
1895,TV
1896,TV
1897,TV
1898,Movie
1899,OVA
1900,OVA
1901,OVA
1902,OVA
1903,OVA
1904,OVA
1905,TV
1906,OVA
1907,OVA
1908,TV
1909,OVA
1910,TV
1911,OVA
1912,OVA
1913,OVA
1914,OVA
1915,OVA
1916,OVA
1917,OVA
1918,OVA
1919,Movie
1920,Movie
1921,Movie
1922,OVA
1923,OVA
1924,OVA
1925,TV
1926,TV
1927,TV
1928,Movie
1929,TV
1930,TV
1931,TV
1932,Movie
1933,TV
1934,TV
1935,OVA
1936,TV
1937,OVA
1938,Movie
1939,Movie
1940,Movie
1941,Movie
1942,OVA
1943,Movie
1944,Special
1945,OVA
1946,OVA
1947,TV
1948,TV
1949,TV
1950,TV
1951,OVA
1952,Movie
1953,Movie
1954,OVA
1955,OVA
1956,OVA
1957,OVA
1958,OVA
1959,OVA
1960,OVA
1961,Movie
1962,TV
1963,OVA
1964,Movie
1965,OVA
1966,OVA
1967,OVA
1968,OVA
1969,TV
1970,TV
1971,TV
1972,TV
1973,Movie
1974,TV
1975,TV
1976,TV
1977,TV
1978,TV
1979,TV
1980,TV
1981,OVA
1982,TV
1983,TV
1984,TV
1985,TV
1986,OVA
1987,OVA
1988,OVA
1989,Movie
1990,Movie
1991,Movie
1992,Movie
1993,Movie
1994,Movie
1995,Movie
1996,OVA
1997,OVA
1998,OVA
1999,OVA
2000,OVA
2001,OVA
2002,OVA
2003,OVA
2004,OVA
2005,OVA
2006,OVA
2007,OVA
2008,Special
2009,OVA
2010,OVA
2011,OVA
2012,Special
2013,Movie
2014,TV
2015,Movie
2016,Movie
2017,TV
2018,TV
2019,OVA
2020,OVA
2021,Movie
2022,OVA
2023,OVA
2024,ONA
2025,Movie
2026,Special
2027,TV
2028,TV
2029,TV
2030,TV
2031,Special
2032,OVA
2033,OVA
2034,OVA
2035,TV
2036,TV
2037,TV
2038,TV
2039,TV
2040,TV
2041,TV
2042,TV
2043,TV
2044,TV
2045,TV
2046,TV
2047,TV
2048,TV
2049,Special
2050,Movie
2051,Special
2052,OVA
2053,OVA
2054,OVA
2055,TV
2056,TV
2057,TV
2058,TV
2059,Special
2060,OVA
2061,OVA
2062,TV
2063,TV
2064,TV
2065,TV
2066,TV
2067,OVA
2068,TV
2069,Movie
2070,TV
2071,OVA
2072,OVA
2073,OVA
2074,OVA
2075,Movie
2076,OVA
2077,OVA
2078,Special
2079,OVA
2080,Movie
2081,Music
2082,OVA
2083,OVA
2084,ONA
2085,OVA
2086,Movie
2087,TV
2088,TV
2089,TV
2090,TV
2091,TV
2092,TV
2093,Movie
2094,TV
2095,TV
2096,Movie
2097,Special
2098,OVA
2099,OVA
2100,Movie
2101,Special
2102,Special
2103,OVA
2104,OVA
2105,OVA
2106,Special
2107,OVA
2108,OVA
2109,OVA
2110,OVA
2111,OVA
2112,TV
2113,OVA
2114,OVA
2115,Movie
2116,Movie
2117,Movie
2118,Movie
2119,OVA
2120,TV
2121,OVA
2122,OVA
2123,OVA
2124,OVA
2125,OVA
2126,OVA
2127,OVA
2128,OVA
2129,OVA
2130,OVA
2131,OVA
2132,TV
2133,TV
2134,OVA
2135,TV
2136,Movie
2137,TV
2138,Special
2139,TV
2140,OVA
2141,OVA
2142,OVA
2143,OVA
2144,OVA
2145,OVA
2146,OVA
2147,OVA
2148,OVA
2149,OVA
2150,OVA
2151,OVA
2152,OVA
2153,OVA
2154,Special
2155,OVA
2156,OVA
2157,OVA
2158,OVA
2159,Movie
2160,Movie
2161,TV
2162,TV
2163,TV
2164,TV
2165,OVA
2166,TV
2167,TV
2168,OVA
2169,TV
2170,OVA
2171,OVA
2172,OVA
2173,OVA
2174,OVA
2175,OVA
2176,OVA
2177,OVA
2178,OVA
2179,OVA
2180,OVA
2181,TV
2182,TV
2183,OVA
2184,Movie
2185,Movie
2186,OVA
2187,Movie
2188,TV
2189,TV
2190,TV
2191,Movie
2192,Movie
2193,OVA
2194,OVA
2195,OVA
2196,Movie
2197,Movie
2198,OVA
2199,TV
2200,TV
2201,TV
2202,TV
2203,TV
2204,TV
2205,Movie
2206,Movie
2207,TV
2208,OVA
2209,OVA
2210,OVA
2211,OVA
2212,OVA
2213,TV
2214,TV
2215,OVA
2216,Movie
2217,OVA
2218,OVA
2219,Special
2220,OVA
2221,Movie
2222,Special
2223,Movie
2224,OVA
2225,Movie
2226,OVA
2227,OVA
2228,OVA
2229,OVA
2230,OVA
2231,OVA
2232,OVA
2233,OVA
2234,OVA
2235,OVA
2236,OVA
2237,OVA
2238,OVA
2239,OVA
2240,OVA
2241,OVA
2242,OVA
2243,OVA
2244,Special
2245,Special
2246,Movie
2247,TV
2248,Movie
2249,OVA
2250,Movie
2251,OVA
2252,Movie
2253,OVA
2254,OVA
2255,OVA
2256,Movie
2257,OVA
2258,OVA
2259,OVA
2260,Special
2261,OVA
2262,OVA
2263,TV
2264,OVA
2265,OVA
2266,Movie
2267,TV
2268,Movie
2269,OVA
2270,OVA
2271,ONA
2272,TV
2273,OVA
2274,OVA
2275,OVA
2276,OVA
2277,TV
2278,Special
2279,TV
2280,TV
2281,Special
2282,TV
2283,Movie
2284,Movie
2285,Movie
2286,Movie
2287,TV
2288,TV
2289,OVA
2290,Movie
2291,Movie
2292,OVA
2293,TV
2294,TV
2295,OVA
2296,OVA
2297,OVA
2298,TV
2299,TV
2300,Movie
2301,OVA
2302,OVA
2303,OVA
2304,OVA
2305,OVA
2306,Special
