anime_id,rating_id,rating,rating_description
1,1,R17+,"violence & profanity"
2,1,R17+,"violence & profanity"
3,2,PG13,"Teens 13 or older"
4,2,PG13,"Teens 13 or older"
5,3,PG,Children
6,2,PG13,"Teens 13 or older"
7,2,PG13,"Teens 13 or older"
8,2,PG13,"Teens 13 or older"
9,2,PG13,"Teens 13 or older"
10,4,R+,"Mild Nudity"
11,2,PG13,"Teens 13 or older"
12,2,PG13,"Teens 13 or older"
13,2,PG13,"Teens 13 or older"
14,3,PG,Children
15,2,PG13,"Teens 13 or older"
16,1,R17+,"violence & profanity"
17,4,R+,"Mild Nudity"
18,1,R17+,"violence & profanity"
19,2,PG13,"Teens 13 or older"
20,2,PG13,"Teens 13 or older"
21,2,PG13,"Teens 13 or older"
22,1,R17+,"violence & profanity"
23,4,R+,"Mild Nudity"
24,4,R+,"Mild Nudity"
25,4,R+,"Mild Nudity"
26,1,R17+,"violence & profanity"
27,2,PG13,"Teens 13 or older"
28,1,R17+,"violence & profanity"
29,4,R+,"Mild Nudity"
30,2,PG13,"Teens 13 or older"
31,2,PG13,"Teens 13 or older"
32,2,PG13,"Teens 13 or older"
33,4,R+,"Mild Nudity"
34,2,PG13,"Teens 13 or older"
35,2,PG13,"Teens 13 or older"
36,1,R17+,"violence & profanity"
37,1,R17+,"violence & profanity"
38,1,R17+,"violence & profanity"
39,1,R17+,"violence & profanity"
40,4,R+,"Mild Nudity"
41,2,PG13,"Teens 13 or older"
42,1,R17+,"violence & profanity"
43,2,PG13,"Teens 13 or older"
44,2,PG13,"Teens 13 or older"
45,4,R+,"Mild Nudity"
46,2,PG13,"Teens 13 or older"
47,2,PG13,"Teens 13 or older"
48,2,PG13,"Teens 13 or older"
49,1,R17+,"violence & profanity"
50,2,PG13,"Teens 13 or older"
51,2,PG13,"Teens 13 or older"
52,1,R17+,"violence & profanity"
53,2,PG13,"Teens 13 or older"
54,1,R17+,"violence & profanity"
55,5,G,"All Ages"
56,2,PG13,"Teens 13 or older"
57,2,PG13,"Teens 13 or older"
58,2,PG13,"Teens 13 or older"
59,4,R+,"Mild Nudity"
60,2,PG13,"Teens 13 or older"
61,2,PG13,"Teens 13 or older"
62,2,PG13,"Teens 13 or older"
63,2,PG13,"Teens 13 or older"
64,2,PG13,"Teens 13 or older"
65,2,PG13,"Teens 13 or older"
66,2,PG13,"Teens 13 or older"
67,2,PG13,"Teens 13 or older"
68,2,PG13,"Teens 13 or older"
69,2,PG13,"Teens 13 or older"
70,2,PG13,"Teens 13 or older"
71,2,PG13,"Teens 13 or older"
72,2,PG13,"Teens 13 or older"
73,1,R17+,"violence & profanity"
74,1,R17+,"violence & profanity"
75,2,PG13,"Teens 13 or older"
76,2,PG13,"Teens 13 or older"
77,2,PG13,"Teens 13 or older"
78,2,PG13,"Teens 13 or older"
79,2,PG13,"Teens 13 or older"
80,2,PG13,"Teens 13 or older"
81,2,PG13,"Teens 13 or older"
82,2,PG13,"Teens 13 or older"
83,5,G,"All Ages"
84,1,R17+,"violence & profanity"
85,2,PG13,"Teens 13 or older"
86,2,PG13,"Teens 13 or older"
87,2,PG13,"Teens 13 or older"
88,2,PG13,"Teens 13 or older"
89,2,PG13,"Teens 13 or older"
90,2,PG13,"Teens 13 or older"
91,3,PG,Children
92,2,PG13,"Teens 13 or older"
93,2,PG13,"Teens 13 or older"
94,2,PG13,"Teens 13 or older"
95,2,PG13,"Teens 13 or older"
96,2,PG13,"Teens 13 or older"
97,2,PG13,"Teens 13 or older"
98,2,PG13,"Teens 13 or older"
99,2,PG13,"Teens 13 or older"
100,2,PG13,"Teens 13 or older"
101,2,PG13,"Teens 13 or older"
102,2,PG13,"Teens 13 or older"
103,2,PG13,"Teens 13 or older"
104,2,PG13,"Teens 13 or older"
105,2,PG13,"Teens 13 or older"
106,2,PG13,"Teens 13 or older"
107,2,PG13,"Teens 13 or older"
108,2,PG13,"Teens 13 or older"
109,1,R17+,"violence & profanity"
110,2,PG13,"Teens 13 or older"
111,2,PG13,"Teens 13 or older"
112,2,PG13,"Teens 13 or older"
113,4,R+,"Mild Nudity"
114,1,R17+,"violence & profanity"
115,2,PG13,"Teens 13 or older"
116,2,PG13,"Teens 13 or older"
117,2,PG13,"Teens 13 or older"
118,2,PG13,"Teens 13 or older"
119,2,PG13,"Teens 13 or older"
120,1,R17+,"violence & profanity"
121,2,PG13,"Teens 13 or older"
122,2,PG13,"Teens 13 or older"
123,5,G,"All Ages"
124,2,PG13,"Teens 13 or older"
125,4,R+,"Mild Nudity"
126,4,R+,"Mild Nudity"
127,2,PG13,"Teens 13 or older"
128,2,PG13,"Teens 13 or older"
129,1,R17+,"violence & profanity"
130,4,R+,"Mild Nudity"
131,1,R17+,"violence & profanity"
132,2,PG13,"Teens 13 or older"
133,2,PG13,"Teens 13 or older"
134,1,R17+,"violence & profanity"
135,4,R+,"Mild Nudity"
136,2,PG13,"Teens 13 or older"
137,2,PG13,"Teens 13 or older"
138,2,PG13,"Teens 13 or older"
139,1,R17+,"violence & profanity"
140,1,R17+,"violence & profanity"
141,5,G,"All Ages"
142,3,PG,Children
143,2,PG13,"Teens 13 or older"
144,2,PG13,"Teens 13 or older"
145,2,PG13,"Teens 13 or older"
146,2,PG13,"Teens 13 or older"
147,2,PG13,"Teens 13 or older"
148,1,R17+,"violence & profanity"
149,2,PG13,"Teens 13 or older"
150,3,PG,Children
151,2,PG13,"Teens 13 or older"
152,1,R17+,"violence & profanity"
153,2,PG13,"Teens 13 or older"
154,2,PG13,"Teens 13 or older"
155,2,PG13,"Teens 13 or older"
156,5,G,"All Ages"
157,5,G,"All Ages"
158,2,PG13,"Teens 13 or older"
159,2,PG13,"Teens 13 or older"
160,2,PG13,"Teens 13 or older"
161,5,G,"All Ages"
162,2,PG13,"Teens 13 or older"
163,2,PG13,"Teens 13 or older"
164,2,PG13,"Teens 13 or older"
165,2,PG13,"Teens 13 or older"
166,6,Rx,Hentai
167,2,PG13,"Teens 13 or older"
168,2,PG13,"Teens 13 or older"
169,2,PG13,"Teens 13 or older"
170,2,PG13,"Teens 13 or older"
171,4,R+,"Mild Nudity"
172,4,R+,"Mild Nudity"
173,2,PG13,"Teens 13 or older"
174,2,PG13,"Teens 13 or older"
175,4,R+,"Mild Nudity"
176,4,R+,"Mild Nudity"
177,3,PG,Children
178,2,PG13,"Teens 13 or older"
179,4,R+,"Mild Nudity"
180,2,PG13,"Teens 13 or older"
181,6,Rx,Hentai
182,2,PG13,"Teens 13 or older"
183,1,R17+,"violence & profanity"
184,2,PG13,"Teens 13 or older"
185,1,R17+,"violence & profanity"
186,2,PG13,"Teens 13 or older"
187,2,PG13,"Teens 13 or older"
188,4,R+,"Mild Nudity"
189,6,Rx,Hentai
190,2,PG13,"Teens 13 or older"
191,6,Rx,Hentai
192,6,Rx,Hentai
193,2,PG13,"Teens 13 or older"
194,2,PG13,"Teens 13 or older"
195,6,Rx,Hentai
196,2,PG13,"Teens 13 or older"
197,1,R17+,"violence & profanity"
198,6,Rx,Hentai
199,6,Rx,Hentai
200,4,R+,"Mild Nudity"
201,2,PG13,"Teens 13 or older"
202,2,PG13,"Teens 13 or older"
203,4,R+,"Mild Nudity"
204,2,PG13,"Teens 13 or older"
205,1,R17+,"violence & profanity"
206,1,R17+,"violence & profanity"
207,1,R17+,"violence & profanity"
208,3,PG,Children
209,3,PG,Children
210,5,G,"All Ages"
211,5,G,"All Ages"
212,2,PG13,"Teens 13 or older"
213,2,PG13,"Teens 13 or older"
214,2,PG13,"Teens 13 or older"
215,2,PG13,"Teens 13 or older"
216,1,R17+,"violence & profanity"
217,2,PG13,"Teens 13 or older"
218,4,R+,"Mild Nudity"
219,1,R17+,"violence & profanity"
220,2,PG13,"Teens 13 or older"
221,5,G,"All Ages"
222,1,R17+,"violence & profanity"
223,2,PG13,"Teens 13 or older"
224,2,PG13,"Teens 13 or older"
225,2,PG13,"Teens 13 or older"
226,2,PG13,"Teens 13 or older"
227,2,PG13,"Teens 13 or older"
228,2,PG13,"Teens 13 or older"
229,2,PG13,"Teens 13 or older"
230,2,PG13,"Teens 13 or older"
231,2,PG13,"Teens 13 or older"
232,2,PG13,"Teens 13 or older"
233,2,PG13,"Teens 13 or older"
234,4,R+,"Mild Nudity"
235,1,R17+,"violence & profanity"
236,2,PG13,"Teens 13 or older"
237,2,PG13,"Teens 13 or older"
238,2,PG13,"Teens 13 or older"
239,2,PG13,"Teens 13 or older"
240,2,PG13,"Teens 13 or older"
241,2,PG13,"Teens 13 or older"
242,2,PG13,"Teens 13 or older"
243,2,PG13,"Teens 13 or older"
244,1,R17+,"violence & profanity"
245,4,R+,"Mild Nudity"
246,2,PG13,"Teens 13 or older"
247,1,R17+,"violence & profanity"
248,2,PG13,"Teens 13 or older"
249,2,PG13,"Teens 13 or older"
250,2,PG13,"Teens 13 or older"
251,4,R+,"Mild Nudity"
252,4,R+,"Mild Nudity"
253,4,R+,"Mild Nudity"
254,4,R+,"Mild Nudity"
255,2,PG13,"Teens 13 or older"
256,1,R17+,"violence & profanity"
257,5,G,"All Ages"
258,2,PG13,"Teens 13 or older"
259,2,PG13,"Teens 13 or older"
260,5,G,"All Ages"
261,2,PG13,"Teens 13 or older"
262,2,PG13,"Teens 13 or older"
263,2,PG13,"Teens 13 or older"
264,2,PG13,"Teens 13 or older"
265,3,PG,Children
266,2,PG13,"Teens 13 or older"
267,2,PG13,"Teens 13 or older"
268,2,PG13,"Teens 13 or older"
269,2,PG13,"Teens 13 or older"
270,5,G,"All Ages"
271,4,R+,"Mild Nudity"
272,2,PG13,"Teens 13 or older"
273,3,PG,Children
274,2,PG13,"Teens 13 or older"
275,2,PG13,"Teens 13 or older"
276,2,PG13,"Teens 13 or older"
277,1,R17+,"violence & profanity"
278,2,PG13,"Teens 13 or older"
279,2,PG13,"Teens 13 or older"
280,5,G,"All Ages"
281,2,PG13,"Teens 13 or older"
282,4,R+,"Mild Nudity"
283,4,R+,"Mild Nudity"
284,3,PG,Children
285,2,PG13,"Teens 13 or older"
286,2,PG13,"Teens 13 or older"
287,5,G,"All Ages"
288,2,PG13,"Teens 13 or older"
289,2,PG13,"Teens 13 or older"
290,2,PG13,"Teens 13 or older"
291,2,PG13,"Teens 13 or older"
292,3,PG,Children
293,6,Rx,Hentai
294,2,PG13,"Teens 13 or older"
295,2,PG13,"Teens 13 or older"
296,4,R+,"Mild Nudity"
297,6,Rx,Hentai
298,4,R+,"Mild Nudity"
299,1,R17+,"violence & profanity"
300,4,R+,"Mild Nudity"
301,2,PG13,"Teens 13 or older"
302,2,PG13,"Teens 13 or older"
303,1,R17+,"violence & profanity"
304,5,G,"All Ages"
305,5,G,"All Ages"
306,2,PG13,"Teens 13 or older"
307,4,R+,"Mild Nudity"
308,5,G,"All Ages"
309,5,G,"All Ages"
310,3,PG,Children
311,2,PG13,"Teens 13 or older"
312,2,PG13,"Teens 13 or older"
313,2,PG13,"Teens 13 or older"
314,2,PG13,"Teens 13 or older"
315,2,PG13,"Teens 13 or older"
316,1,R17+,"violence & profanity"
317,2,PG13,"Teens 13 or older"
318,2,PG13,"Teens 13 or older"
319,2,PG13,"Teens 13 or older"
320,2,PG13,"Teens 13 or older"
321,2,PG13,"Teens 13 or older"
322,5,G,"All Ages"
323,2,PG13,"Teens 13 or older"
324,2,PG13,"Teens 13 or older"
325,5,G,"All Ages"
326,2,PG13,"Teens 13 or older"
327,5,G,"All Ages"
328,5,G,"All Ages"
329,5,G,"All Ages"
330,5,G,"All Ages"
331,4,R+,"Mild Nudity"
332,2,PG13,"Teens 13 or older"
333,1,R17+,"violence & profanity"
334,1,R17+,"violence & profanity"
335,4,R+,"Mild Nudity"
336,2,PG13,"Teens 13 or older"
337,2,PG13,"Teens 13 or older"
338,2,PG13,"Teens 13 or older"
339,2,PG13,"Teens 13 or older"
340,2,PG13,"Teens 13 or older"
341,2,PG13,"Teens 13 or older"
342,2,PG13,"Teens 13 or older"
343,4,R+,"Mild Nudity"
344,5,G,"All Ages"
345,6,Rx,Hentai
346,4,R+,"Mild Nudity"
347,2,PG13,"Teens 13 or older"
348,3,PG,Children
349,3,PG,Children
350,2,PG13,"Teens 13 or older"
351,1,R17+,"violence & profanity"
352,2,PG13,"Teens 13 or older"
353,4,R+,"Mild Nudity"
354,2,PG13,"Teens 13 or older"
355,2,PG13,"Teens 13 or older"
356,1,R17+,"violence & profanity"
357,2,PG13,"Teens 13 or older"
358,2,PG13,"Teens 13 or older"
359,4,R+,"Mild Nudity"
360,2,PG13,"Teens 13 or older"
361,4,R+,"Mild Nudity"
362,1,R17+,"violence & profanity"
363,2,PG13,"Teens 13 or older"
364,2,PG13,"Teens 13 or older"
365,3,PG,Children
366,1,R17+,"violence & profanity"
367,2,PG13,"Teens 13 or older"
368,2,PG13,"Teens 13 or older"
369,2,PG13,"Teens 13 or older"
370,2,PG13,"Teens 13 or older"
371,2,PG13,"Teens 13 or older"
372,4,R+,"Mild Nudity"
373,2,PG13,"Teens 13 or older"
374,2,PG13,"Teens 13 or older"
375,2,PG13,"Teens 13 or older"
376,2,PG13,"Teens 13 or older"
377,4,R+,"Mild Nudity"
378,1,R17+,"violence & profanity"
379,2,PG13,"Teens 13 or older"
380,4,R+,"Mild Nudity"
381,4,R+,"Mild Nudity"
382,1,R17+,"violence & profanity"
383,2,PG13,"Teens 13 or older"
384,2,PG13,"Teens 13 or older"
385,2,PG13,"Teens 13 or older"
386,2,PG13,"Teens 13 or older"
387,4,R+,"Mild Nudity"
388,1,R17+,"violence & profanity"
389,5,G,"All Ages"
390,5,G,"All Ages"
391,2,PG13,"Teens 13 or older"
392,2,PG13,"Teens 13 or older"
393,2,PG13,"Teens 13 or older"
394,1,R17+,"violence & profanity"
395,2,PG13,"Teens 13 or older"
396,2,PG13,"Teens 13 or older"
397,2,PG13,"Teens 13 or older"
398,2,PG13,"Teens 13 or older"
399,2,PG13,"Teens 13 or older"
400,2,PG13,"Teens 13 or older"
401,2,PG13,"Teens 13 or older"
402,3,PG,Children
403,3,PG,Children
404,2,PG13,"Teens 13 or older"
405,5,G,"All Ages"
406,1,R17+,"violence & profanity"
407,2,PG13,"Teens 13 or older"
408,4,R+,"Mild Nudity"
409,2,PG13,"Teens 13 or older"
410,4,R+,"Mild Nudity"
411,1,R17+,"violence & profanity"
412,2,PG13,"Teens 13 or older"
413,2,PG13,"Teens 13 or older"
414,4,R+,"Mild Nudity"
415,2,PG13,"Teens 13 or older"
416,1,R17+,"violence & profanity"
417,2,PG13,"Teens 13 or older"
418,2,PG13,"Teens 13 or older"
419,1,R17+,"violence & profanity"
420,2,PG13,"Teens 13 or older"
421,1,R17+,"violence & profanity"
422,2,PG13,"Teens 13 or older"
423,2,PG13,"Teens 13 or older"
424,2,PG13,"Teens 13 or older"
425,2,PG13,"Teens 13 or older"
426,4,R+,"Mild Nudity"
427,2,PG13,"Teens 13 or older"
428,2,PG13,"Teens 13 or older"
429,2,PG13,"Teens 13 or older"
430,4,R+,"Mild Nudity"
431,2,PG13,"Teens 13 or older"
432,2,PG13,"Teens 13 or older"
433,2,PG13,"Teens 13 or older"
434,2,PG13,"Teens 13 or older"
435,2,PG13,"Teens 13 or older"
436,2,PG13,"Teens 13 or older"
437,2,PG13,"Teens 13 or older"
438,3,PG,Children
439,1,R17+,"violence & profanity"
440,1,R17+,"violence & profanity"
441,2,PG13,"Teens 13 or older"
442,2,PG13,"Teens 13 or older"
443,2,PG13,"Teens 13 or older"
444,3,PG,Children
445,2,PG13,"Teens 13 or older"
446,1,R17+,"violence & profanity"
447,3,PG,Children
448,2,PG13,"Teens 13 or older"
449,5,G,"All Ages"
450,2,PG13,"Teens 13 or older"
451,2,PG13,"Teens 13 or older"
452,2,PG13,"Teens 13 or older"
453,2,PG13,"Teens 13 or older"
454,2,PG13,"Teens 13 or older"
455,2,PG13,"Teens 13 or older"
456,5,G,"All Ages"
457,1,R17+,"violence & profanity"
458,4,R+,"Mild Nudity"
459,2,PG13,"Teens 13 or older"
460,5,G,"All Ages"
461,2,PG13,"Teens 13 or older"
462,1,R17+,"violence & profanity"
463,4,R+,"Mild Nudity"
464,1,R17+,"violence & profanity"
465,2,PG13,"Teens 13 or older"
466,4,R+,"Mild Nudity"
467,2,PG13,"Teens 13 or older"
468,1,R17+,"violence & profanity"
469,3,PG,Children
470,2,PG13,"Teens 13 or older"
471,2,PG13,"Teens 13 or older"
472,4,R+,"Mild Nudity"
473,5,G,"All Ages"
474,2,PG13,"Teens 13 or older"
475,1,R17+,"violence & profanity"
476,5,G,"All Ages"
477,2,PG13,"Teens 13 or older"
478,2,PG13,"Teens 13 or older"
479,2,PG13,"Teens 13 or older"
480,5,G,"All Ages"
481,3,PG,Children
482,1,R17+,"violence & profanity"
483,2,PG13,"Teens 13 or older"
484,2,PG13,"Teens 13 or older"
485,2,PG13,"Teens 13 or older"
486,5,G,"All Ages"
487,2,PG13,"Teens 13 or older"
488,2,PG13,"Teens 13 or older"
489,3,PG,Children
490,2,PG13,"Teens 13 or older"
491,5,G,"All Ages"
492,4,R+,"Mild Nudity"
493,2,PG13,"Teens 13 or older"
494,2,PG13,"Teens 13 or older"
495,3,PG,Children
496,3,PG,Children
497,1,R17+,"violence & profanity"
498,2,PG13,"Teens 13 or older"
499,2,PG13,"Teens 13 or older"
500,2,PG13,"Teens 13 or older"
501,2,PG13,"Teens 13 or older"
502,2,PG13,"Teens 13 or older"
503,2,PG13,"Teens 13 or older"
504,2,PG13,"Teens 13 or older"
505,1,R17+,"violence & profanity"
506,2,PG13,"Teens 13 or older"
507,4,R+,"Mild Nudity"
508,4,R+,"Mild Nudity"
509,4,R+,"Mild Nudity"
510,1,R17+,"violence & profanity"
511,2,PG13,"Teens 13 or older"
512,2,PG13,"Teens 13 or older"
513,2,PG13,"Teens 13 or older"
514,2,PG13,"Teens 13 or older"
515,2,PG13,"Teens 13 or older"
516,2,PG13,"Teens 13 or older"
517,1,R17+,"violence & profanity"
518,3,PG,Children
519,1,R17+,"violence & profanity"
520,4,R+,"Mild Nudity"
521,4,R+,"Mild Nudity"
522,2,PG13,"Teens 13 or older"
523,2,PG13,"Teens 13 or older"
524,2,PG13,"Teens 13 or older"
525,2,PG13,"Teens 13 or older"
526,2,PG13,"Teens 13 or older"
527,2,PG13,"Teens 13 or older"
528,2,PG13,"Teens 13 or older"
529,2,PG13,"Teens 13 or older"
530,4,R+,"Mild Nudity"
531,2,PG13,"Teens 13 or older"
532,2,PG13,"Teens 13 or older"
533,2,PG13,"Teens 13 or older"
534,1,R17+,"violence & profanity"
535,2,PG13,"Teens 13 or older"
536,1,R17+,"violence & profanity"
537,2,PG13,"Teens 13 or older"
538,2,PG13,"Teens 13 or older"
539,2,PG13,"Teens 13 or older"
540,2,PG13,"Teens 13 or older"
541,2,PG13,"Teens 13 or older"
542,2,PG13,"Teens 13 or older"
543,2,PG13,"Teens 13 or older"
544,2,PG13,"Teens 13 or older"
545,5,G,"All Ages"
546,4,R+,"Mild Nudity"
547,1,R17+,"violence & profanity"
548,2,PG13,"Teens 13 or older"
549,5,G,"All Ages"
550,1,R17+,"violence & profanity"
551,2,PG13,"Teens 13 or older"
552,4,R+,"Mild Nudity"
553,2,PG13,"Teens 13 or older"
554,2,PG13,"Teens 13 or older"
555,4,R+,"Mild Nudity"
556,3,PG,Children
557,2,PG13,"Teens 13 or older"
558,2,PG13,"Teens 13 or older"
559,2,PG13,"Teens 13 or older"
560,2,PG13,"Teens 13 or older"
561,5,G,"All Ages"
562,2,PG13,"Teens 13 or older"
563,2,PG13,"Teens 13 or older"
564,1,R17+,"violence & profanity"
565,2,PG13,"Teens 13 or older"
566,2,PG13,"Teens 13 or older"
567,5,G,"All Ages"
568,5,G,"All Ages"
569,2,PG13,"Teens 13 or older"
570,2,PG13,"Teens 13 or older"
571,2,PG13,"Teens 13 or older"
572,2,PG13,"Teens 13 or older"
573,4,R+,"Mild Nudity"
574,4,R+,"Mild Nudity"
575,2,PG13,"Teens 13 or older"
576,2,PG13,"Teens 13 or older"
577,5,G,"All Ages"
578,2,PG13,"Teens 13 or older"
579,2,PG13,"Teens 13 or older"
580,3,PG,Children
581,4,R+,"Mild Nudity"
582,1,R17+,"violence & profanity"
583,1,R17+,"violence & profanity"
584,1,R17+,"violence & profanity"
585,4,R+,"Mild Nudity"
586,2,PG13,"Teens 13 or older"
587,2,PG13,"Teens 13 or older"
588,4,R+,"Mild Nudity"
589,4,R+,"Mild Nudity"
590,2,PG13,"Teens 13 or older"
591,2,PG13,"Teens 13 or older"
592,2,PG13,"Teens 13 or older"
593,2,PG13,"Teens 13 or older"
594,4,R+,"Mild Nudity"
595,4,R+,"Mild Nudity"
596,2,PG13,"Teens 13 or older"
597,1,R17+,"violence & profanity"
598,2,PG13,"Teens 13 or older"
599,2,PG13,"Teens 13 or older"
600,4,R+,"Mild Nudity"
601,2,PG13,"Teens 13 or older"
602,2,PG13,"Teens 13 or older"
603,2,PG13,"Teens 13 or older"
604,5,G,"All Ages"
605,2,PG13,"Teens 13 or older"
606,2,PG13,"Teens 13 or older"
607,2,PG13,"Teens 13 or older"
608,4,R+,"Mild Nudity"
609,2,PG13,"Teens 13 or older"
610,6,Rx,Hentai
611,3,PG,Children
612,3,PG,Children
613,3,PG,Children
614,3,PG,Children
615,2,PG13,"Teens 13 or older"
616,1,R17+,"violence & profanity"
617,5,G,"All Ages"
618,2,PG13,"Teens 13 or older"
619,4,R+,"Mild Nudity"
620,2,PG13,"Teens 13 or older"
621,4,R+,"Mild Nudity"
622,1,R17+,"violence & profanity"
623,2,PG13,"Teens 13 or older"
624,4,R+,"Mild Nudity"
625,2,PG13,"Teens 13 or older"
626,2,PG13,"Teens 13 or older"
627,3,PG,Children
628,2,PG13,"Teens 13 or older"
629,2,PG13,"Teens 13 or older"
630,4,R+,"Mild Nudity"
631,2,PG13,"Teens 13 or older"
632,2,PG13,"Teens 13 or older"
633,1,R17+,"violence & profanity"
634,2,PG13,"Teens 13 or older"
635,2,PG13,"Teens 13 or older"
636,2,PG13,"Teens 13 or older"
637,2,PG13,"Teens 13 or older"
638,2,PG13,"Teens 13 or older"
639,4,R+,"Mild Nudity"
640,2,PG13,"Teens 13 or older"
641,2,PG13,"Teens 13 or older"
642,2,PG13,"Teens 13 or older"
643,1,R17+,"violence & profanity"
644,2,PG13,"Teens 13 or older"
645,6,Rx,Hentai
646,1,R17+,"violence & profanity"
647,2,PG13,"Teens 13 or older"
648,4,R+,"Mild Nudity"
649,2,PG13,"Teens 13 or older"
650,5,G,"All Ages"
651,2,PG13,"Teens 13 or older"
652,2,PG13,"Teens 13 or older"
653,2,PG13,"Teens 13 or older"
654,2,PG13,"Teens 13 or older"
655,5,G,"All Ages"
656,2,PG13,"Teens 13 or older"
657,2,PG13,"Teens 13 or older"
658,3,PG,Children
659,2,PG13,"Teens 13 or older"
660,NULL,NULL,NULL
661,2,PG13,"Teens 13 or older"
662,4,R+,"Mild Nudity"
663,4,R+,"Mild Nudity"
664,2,PG13,"Teens 13 or older"
665,2,PG13,"Teens 13 or older"
666,5,G,"All Ages"
667,6,Rx,Hentai
668,2,PG13,"Teens 13 or older"
669,3,PG,Children
670,2,PG13,"Teens 13 or older"
671,4,R+,"Mild Nudity"
672,5,G,"All Ages"
673,4,R+,"Mild Nudity"
674,4,R+,"Mild Nudity"
675,4,R+,"Mild Nudity"
676,6,Rx,Hentai
677,2,PG13,"Teens 13 or older"
678,2,PG13,"Teens 13 or older"
679,6,Rx,Hentai
680,2,PG13,"Teens 13 or older"
681,5,G,"All Ages"
682,4,R+,"Mild Nudity"
683,4,R+,"Mild Nudity"
684,2,PG13,"Teens 13 or older"
685,5,G,"All Ages"
686,5,G,"All Ages"
687,5,G,"All Ages"
688,4,R+,"Mild Nudity"
689,6,Rx,Hentai
690,3,PG,Children
691,6,Rx,Hentai
692,1,R17+,"violence & profanity"
693,3,PG,Children
694,2,PG13,"Teens 13 or older"
695,2,PG13,"Teens 13 or older"
696,1,R17+,"violence & profanity"
697,2,PG13,"Teens 13 or older"
698,2,PG13,"Teens 13 or older"
699,3,PG,Children
700,3,PG,Children
701,2,PG13,"Teens 13 or older"
702,2,PG13,"Teens 13 or older"
703,1,R17+,"violence & profanity"
704,4,R+,"Mild Nudity"
705,2,PG13,"Teens 13 or older"
706,2,PG13,"Teens 13 or older"
707,2,PG13,"Teens 13 or older"
708,2,PG13,"Teens 13 or older"
709,1,R17+,"violence & profanity"
710,2,PG13,"Teens 13 or older"
711,2,PG13,"Teens 13 or older"
712,2,PG13,"Teens 13 or older"
713,2,PG13,"Teens 13 or older"
714,1,R17+,"violence & profanity"
715,2,PG13,"Teens 13 or older"
716,2,PG13,"Teens 13 or older"
717,2,PG13,"Teens 13 or older"
718,2,PG13,"Teens 13 or older"
719,1,R17+,"violence & profanity"
720,4,R+,"Mild Nudity"
721,2,PG13,"Teens 13 or older"
722,2,PG13,"Teens 13 or older"
723,2,PG13,"Teens 13 or older"
724,5,G,"All Ages"
725,4,R+,"Mild Nudity"
726,2,PG13,"Teens 13 or older"
727,3,PG,Children
728,2,PG13,"Teens 13 or older"
729,1,R17+,"violence & profanity"
730,2,PG13,"Teens 13 or older"
731,4,R+,"Mild Nudity"
732,2,PG13,"Teens 13 or older"
733,4,R+,"Mild Nudity"
734,2,PG13,"Teens 13 or older"
735,2,PG13,"Teens 13 or older"
736,2,PG13,"Teens 13 or older"
737,2,PG13,"Teens 13 or older"
738,4,R+,"Mild Nudity"
739,2,PG13,"Teens 13 or older"
740,4,R+,"Mild Nudity"
741,4,R+,"Mild Nudity"
742,1,R17+,"violence & profanity"
743,5,G,"All Ages"
744,4,R+,"Mild Nudity"
745,6,Rx,Hentai
746,4,R+,"Mild Nudity"
747,2,PG13,"Teens 13 or older"
748,6,Rx,Hentai
749,6,Rx,Hentai
750,6,Rx,Hentai
751,3,PG,Children
752,4,R+,"Mild Nudity"
753,2,PG13,"Teens 13 or older"
754,2,PG13,"Teens 13 or older"
755,2,PG13,"Teens 13 or older"
756,2,PG13,"Teens 13 or older"
757,2,PG13,"Teens 13 or older"
758,1,R17+,"violence & profanity"
759,1,R17+,"violence & profanity"
760,2,PG13,"Teens 13 or older"
761,4,R+,"Mild Nudity"
762,2,PG13,"Teens 13 or older"
763,2,PG13,"Teens 13 or older"
764,2,PG13,"Teens 13 or older"
765,2,PG13,"Teens 13 or older"
766,1,R17+,"violence & profanity"
767,2,PG13,"Teens 13 or older"
768,2,PG13,"Teens 13 or older"
769,1,R17+,"violence & profanity"
770,2,PG13,"Teens 13 or older"
771,2,PG13,"Teens 13 or older"
772,1,R17+,"violence & profanity"
773,2,PG13,"Teens 13 or older"
774,1,R17+,"violence & profanity"
775,4,R+,"Mild Nudity"
776,2,PG13,"Teens 13 or older"
777,3,PG,Children
778,2,PG13,"Teens 13 or older"
779,2,PG13,"Teens 13 or older"
780,2,PG13,"Teens 13 or older"
781,2,PG13,"Teens 13 or older"
782,2,PG13,"Teens 13 or older"
783,2,PG13,"Teens 13 or older"
784,2,PG13,"Teens 13 or older"
785,2,PG13,"Teens 13 or older"
786,2,PG13,"Teens 13 or older"
787,4,R+,"Mild Nudity"
788,2,PG13,"Teens 13 or older"
789,2,PG13,"Teens 13 or older"
790,3,PG,Children
791,1,R17+,"violence & profanity"
792,2,PG13,"Teens 13 or older"
793,4,R+,"Mild Nudity"
794,2,PG13,"Teens 13 or older"
795,2,PG13,"Teens 13 or older"
796,2,PG13,"Teens 13 or older"
797,4,R+,"Mild Nudity"
798,2,PG13,"Teens 13 or older"
799,2,PG13,"Teens 13 or older"
800,1,R17+,"violence & profanity"
801,2,PG13,"Teens 13 or older"
802,4,R+,"Mild Nudity"
803,2,PG13,"Teens 13 or older"
