anime_id,score_10,score_9,score_8,score_7,score_6,score_5,score_4,score_3,score_2,score_1
7975,1852,1858,3771,3863,1485,593,161,65,31,28
7976,1460,1230,3092,6330,4719,2387,828,367,199,159
7977,5659,7283,13051,16911,12257,6619,5732,3514,2550,3273
7978,233,140,251,359,504,456,241,152,114,164
7979,4490,8549,16921,17138,8117,4029,1650,701,324,219
7980,47461,81657,147594,125925,50561,21916,8797,3367,1654,1621
7981,3,0,0,2,2,6,6,0,4,4
7982,3,0,0,4,4,2,4,0,2,7
7983,8,0,12,4,14,5,4,1,3,7
7984,7,0,4,5,13,8,2,1,1,5
7985,7,0,1,3,6,7,4,1,4,5
7986,4,0,5,3,7,9,2,1,0,4
7987,27,40,107,238,358,261,61,36,23,14
7988,161,130,295,518,539,344,156,73,47,46
7989,5,2,2,4,3,10,1,1,1,3
7990,3,0,2,2,2,2,1,6,2,9
7991,244,284,468,746,691,436,192,72,56,64
7992,15,7,21,44,38,30,2,4,3,1
7993,3518,4065,8753,11203,5131,2115,719,283,123,118
7994,859,1692,3602,5118,2844,1623,630,299,123,126
7995,233,262,575,1233,1331,815,362,139,94,45
7996,5,1,1,5,4,7,0,2,1,2
7997,692,585,1187,1477,902,502,187,110,61,83
7998,6,0,2,4,9,19,9,8,6,7
7999,5,0,1,4,13,9,8,6,2,0
8000,5,0,5,5,6,7,1,2,2,4
8001,245,248,489,925,695,445,176,86,51,60
8002,5,3,4,4,9,9,4,7,1,1
8003,4,0,1,9,5,10,4,1,4,1
8004,5,0,6,10,3,6,10,3,1,1
8005,107,84,186,333,278,191,80,47,28,21
8006,5,6,2,7,9,11,8,6,2,5
8007,221,240,485,930,712,440,127,57,29,26
8008,164,128,275,479,459,332,160,65,41,63
8009,176,130,257,443,368,261,92,44,34,48
8010,1228,1082,2644,5050,3720,1794,614,290,146,125
8011,17889,21644,33806,27225,11330,5045,1803,752,356,432
8012,748,1383,2694,1985,716,286,95,41,9,28
8013,2171,4191,8977,11042,5852,2709,1129,404,192,129
8014,8,7,5,7,17,19,9,6,7,9
8015,5378,4782,6193,3707,1426,465,161,61,79,273
8016,7,0,7,14,41,62,45,43,27,15
8017,145,146,423,793,821,549,287,203,129,102
8018,10,5,10,24,49,29,23,10,10,8
8019,51,27,76,150,271,294,133,69,53,33
8020,1827,2219,5806,11717,10544,6425,3299,1561,840,576
8021,517,532,1141,1912,1636,1196,500,228,138,125
8022,316,718,1778,2586,1149,423,88,49,11,16
8023,25524,32116,63445,77450,39802,19586,8447,3702,1855,1136
8024,303,150,301,569,730,678,259,140,110,140
8025,4,1,3,5,12,8,4,1,0,2
8026,5,0,3,6,15,12,7,5,13,11
8027,8,1,5,18,42,52,22,24,14,15
8028,7,0,3,6,1,9,2,3,0,7
8029,54,40,90,214,333,303,115,65,48,45
8030,38,15,93,157,234,219,75,55,35,24
8031,1312,3073,7066,6376,2227,956,290,96,48,45
8032,1038,2295,5243,5662,2110,883,368,117,68,60
8033,948,2019,4678,4653,1669,693,250,83,30,38
8034,26,23,51,138,191,187,133,85,56,38
8035,4,2,6,14,22,50,14,10,9,19
8036,855,1802,4984,7487,3199,1108,278,86,45,29
8037,10,9,15,37,84,113,89,60,48,47
8038,15,11,36,57,121,123,59,32,26,24
8039,14,9,31,50,97,110,46,32,21,23
8040,13007,22704,46258,51859,26651,12094,5123,2231,1113,742
8041,11,5,18,28,49,98,70,40,36,44
8042,9,10,45,102,124,124,51,29,11,13
8043,17,11,27,85,114,63,39,21,15,12
8044,8,8,24,62,74,97,28,19,12,13
8045,7,8,18,34,64,93,39,29,5,17
8046,1283,1031,1748,2415,1397,796,246,80,54,65
8047,310,279,600,1157,1101,562,200,89,52,43
8048,432,528,1190,2026,1897,1541,1069,552,422,404
8049,740,246,453,789,697,516,175,108,84,133
8050,19,14,25,48,54,15,14,2,6,3
8051,10,6,19,44,84,103,28,27,10,12
8052,92,62,121,239,231,185,73,44,28,32
8053,6891,5525,8677,13184,8257,4612,1326,587,402,519
8054,79,47,75,157,257,324,137,67,54,42
8055,5236,7216,15104,19325,9742,4440,1395,538,261,200
8056,41,14,44,116,222,487,214,135,124,125
8057,9,4,8,5,18,24,10,5,7,14
8058,3,2,0,5,8,5,1,0,0,4
8059,1872,1001,2102,4582,6705,7958,10438,10084,14764,23622
8060,3082,5661,9937,7346,2726,1197,412,177,91,100
8061,4,1,1,6,9,5,2,0,1,5
8062,8,3,4,25,20,30,13,6,6,21
8063,73,74,138,266,317,240,100,53,29,21
8064,9571,23066,27429,11225,2674,822,195,71,31,70
8065,2656,4489,9067,11329,7262,4333,2573,1035,522,434
8066,759,1421,3429,5838,4733,3144,1805,790,328,155
8067,8881,16528,39605,44313,20432,9307,3501,1304,603,443
8068,2180,3372,7708,11370,6317,2824,956,457,224,176
8069,1769,1512,2981,5726,4660,2699,1077,555,354,293
8070,17,24,50,105,159,117,52,24,18,15
8071,11,9,18,29,43,32,9,5,5,5
8072,5189,8353,17998,30223,22895,12851,6474,2800,1281,682
8073,114,69,209,413,572,389,139,85,53,62
8074,9,2,5,6,6,10,6,1,4,3
8075,6,0,0,5,10,12,9,13,6,6
8076,8,3,1,3,10,5,2,1,2,7
8077,31,12,31,65,131,103,31,15,14,16
8078,6,0,0,3,4,13,3,0,1,7
8079,4,0,1,3,6,6,7,0,4,1
8080,6,2,5,3,7,7,0,4,2,2
8081,1249,1160,1698,2135,1833,1168,607,268,166,134
8082,8,0,5,21,17,17,12,5,3,5
8083,7,1,12,34,63,81,32,22,17,7
8084,6619,14680,29937,21550,6847,2147,480,180,75,68
8085,5,2,3,7,13,17,3,3,9,5
8086,5,1,0,5,1,15,7,3,1,3
8087,8,0,1,2,9,10,5,0,3,4
8088,4,0,10,6,5,6,6,5,1,3
8089,4629,2316,4241,5839,3267,1677,539,263,173,237
8090,8,4,1,4,4,7,2,5,1,2
8091,6,6,6,2,5,9,3,4,3,6
8092,5,0,1,5,7,12,5,5,1,5
8093,21,21,52,109,140,142,49,29,29,16
8094,73,56,119,230,369,286,116,61,49,33
8095,50,40,65,156,182,176,93,62,29,29
8096,8,3,1,18,19,28,18,9,3,4
8097,8,3,2,6,5,11,6,1,3,7
8098,7,3,3,2,3,4,6,11,1,18
8099,5,2,1,2,1,5,7,3,5,4
8100,14,1,2,12,19,14,3,5,5,9
8101,4,4,2,2,7,9,0,1,0,1
8102,138,126,317,477,407,225,62,45,21,22
8103,66,80,261,617,750,517,118,49,35,15
8104,206,194,442,789,858,612,268,132,76,61
8105,361,298,607,1133,1184,712,186,96,40,50
8106,4,0,1,6,3,10,2,1,0,4
8107,12,10,19,36,27,19,2,2,2,4
8108,9,6,2,12,17,9,5,2,1,5
8109,122,1,6,10,15,19,14,9,9,9
8110,1460,1820,3607,2976,995,393,93,32,21,50
8111,55,44,86,116,65,40,11,6,5,3
8112,5,1,8,9,12,20,11,1,1,5
8113,75,69,157,301,265,184,100,49,37,32
8114,468,385,751,948,570,308,147,81,52,46
8115,101,88,181,266,304,169,128,65,50,63
8116,80,41,119,220,321,303,123,70,39,27
8117,190,197,495,786,323,150,33,14,10,7
8118,23201,32757,28706,10740,2431,764,223,96,46,399
8119,1522,1790,3386,4712,2528,1136,487,182,90,55
8120,2637,2906,6098,6724,2565,1005,262,98,39,70
8121,4244,4154,6721,7149,3283,1476,344,131,95,119
8122,6,3,5,12,12,16,4,9,7,12
8123,7,0,1,7,7,8,3,4,1,3
8124,3013,4395,10339,19562,16274,9726,5129,2500,1205,825
8125,12,12,10,31,19,14,8,3,2,2
8126,5,1,1,7,9,9,4,3,4,5
8127,925,959,2223,3860,2064,971,307,106,52,45
8128,4777,8789,13310,10161,4197,1771,699,208,126,118
8129,4,0,2,5,8,15,2,9,3,7
8130,7,3,0,2,6,7,7,1,4,5
8131,99,79,153,246,470,370,167,103,52,47
8132,8,1,0,8,10,4,2,2,0,2
8133,7,2,12,33,28,29,8,3,1,4
8134,7,1,2,2,6,5,4,0,0,2
8135,11,2,2,8,5,16,15,16,12,23
8136,6,1,0,7,5,6,2,0,0,2
8137,7,0,3,8,12,15,1,4,0,3
8138,6,1,0,7,5,6,3,2,0,2
8139,11,3,18,44,46,61,27,27,24,17
8140,2823,3193,6634,9615,4915,2037,718,281,115,137
8141,3728,5117,11728,21594,20501,13873,9507,4976,3328,2496
8142,10,3,13,18,31,33,10,14,4,9
8143,7444,18343,31873,24074,9260,3916,1599,626,314,322
8144,9,8,11,37,17,9,5,3,0,6
8145,5,0,5,3,3,5,3,3,0,2
8146,4,0,1,2,5,4,2,2,0,2
8147,285,417,1036,1885,1563,869,419,186,110,82
8148,11,4,10,44,70,121,45,27,31,42
8149,227827,285623,309230,186864,70141,30284,14345,6228,3313,3521
8150,5,2,7,4,6,7,3,4,1,3
8151,36,38,49,79,85,52,24,18,11,10
8152,8,2,2,8,6,5,3,2,3,1
8153,7,3,11,9,4,4,0,0,2,0
8154,568,985,2372,4023,2796,1609,503,215,122,87
8155,9,4,5,18,11,10,3,3,3,5
8156,309,227,395,644,508,331,143,57,57,74
8157,5,4,4,17,14,16,9,9,5,15
8158,1185,2197,5161,7779,5537,3385,1686,728,385,231
8159,208,136,263,390,384,262,130,60,59,67
8160,225,199,383,571,360,222,71,38,17,32
8161,35,10,23,69,71,79,30,27,25,33
8162,9,1,2,4,6,6,4,3,2,1
8163,7,8,7,23,20,19,7,6,3,5
8164,38,33,68,109,66,37,10,7,7,4
8165,15,5,5,27,27,22,7,4,7,5
8166,8,3,1,5,5,7,2,0,0,4
8167,115,193,358,681,522,211,72,20,11,16
8168,7,0,10,5,10,11,4,2,3,3
8169,7,1,2,8,8,9,0,1,0,4
8170,5,0,4,2,2,7,3,2,3,9
8171,6,1,3,8,5,3,4,1,0,2
8172,3,1,2,10,4,5,0,0,0,2
8173,3,1,5,5,0,5,5,1,3,5
8174,4,0,4,3,4,8,4,1,0,3
8175,156,189,475,580,428,276,170,91,52,54
8176,5,0,3,12,9,11,3,5,1,5
8177,7,2,4,12,13,21,10,7,3,4
8178,8,4,13,43,64,60,28,19,17,16
8179,6,1,8,5,5,3,1,0,2,3
8180,7,0,3,4,2,5,2,0,0,4
8181,205,109,151,178,317,479,277,168,202,282
8182,11,7,4,14,17,9,5,0,2,2
8183,6041,7665,13924,16601,8211,4050,2189,953,489,278
8184,132,190,528,1096,934,555,258,93,52,37
8185,6,1,2,15,15,20,6,2,2,4
8186,16,9,15,31,65,50,16,10,5,4
8187,13,3,11,27,31,11,6,3,5,6
8188,8,0,2,9,3,7,3,0,3,2
8189,4,2,17,21,13,24,14,7,5,6
8190,84,45,114,337,392,246,83,30,15,18
8191,15,3,14,47,60,102,34,22,12,20
8192,7,0,1,4,5,8,2,2,0,3
8193,6,0,0,7,9,10,4,3,0,4
8194,3,2,1,2,2,6,4,1,5,7
8195,3,1,7,7,4,7,1,2,1,7
8196,5,0,4,3,3,6,6,1,2,4
8197,6,0,4,4,4,8,2,1,3,6
8198,3,6,1,4,4,7,3,1,3,6
8199,5,0,1,5,3,10,6,2,4,12
8200,6,0,2,7,3,13,4,1,5,6
8201,4,5,4,3,6,9,0,2,1,3
8202,3,0,7,7,5,8,4,0,3,6
8203,4,0,7,3,5,5,5,3,1,5
8204,6,0,5,4,7,11,0,3,2,3
8205,10,1,2,2,6,12,6,9,10,32
8206,10,0,3,5,5,14,2,3,1,11
8207,13186,12481,22681,36575,28063,16566,8489,4763,3320,3324
8208,7,0,6,5,4,4,1,2,1,6
8209,6,0,7,7,3,9,3,2,2,10
8210,7,7,13,13,15,7,4,3,4,2
8211,12382,24833,51142,46715,18267,7592,2414,863,356,300
8212,731,919,2684,5545,4873,3056,1259,562,320,182
8213,724,786,1728,2776,1531,696,220,84,30,45
8214,406,507,1221,1860,1075,508,169,69,50,29
8215,1912,1990,4349,7418,4384,2251,889,425,235,156
8216,8255,10000,19358,26699,17086,9441,4452,2087,1054,759
8217,542,1018,2983,5363,4829,3365,2020,895,554,358
8218,14118,23462,37718,27124,9519,3933,1630,545,320,316
8219,12,7,8,17,20,18,11,1,5,7
8220,7,7,3,10,9,16,2,3,3,8
8221,6,2,8,1,7,5,1,0,5,8
8222,4,1,1,7,7,3,1,1,1,5
8223,6,1,10,7,6,9,1,4,4,5
8224,6,0,4,1,4,6,2,1,0,4
8225,9,0,4,2,6,8,7,6,10,4
8226,4,4,2,6,17,7,6,2,1,2
8227,8,0,2,6,13,8,5,1,0,4
8228,5,4,7,1,11,8,3,2,3,5
8229,5,0,5,4,4,5,1,1,1,4
8230,7,3,0,10,8,13,6,3,6,4
8231,6,2,4,4,16,5,6,1,1,3
8232,11,1,12,5,19,22,14,3,5,8
8233,5,0,3,7,4,8,8,2,1,4
8234,4,1,2,3,4,14,4,6,1,4
8235,7,5,2,13,12,5,2,3,2,6
8236,85,134,361,538,326,157,56,27,10,11
8237,8,0,5,1,8,11,0,1,2,4
8238,6,0,3,11,13,5,5,3,2,4
8239,3,0,4,4,2,9,6,2,2,3
8240,10,7,6,15,38,49,33,31,33,38
8241,104,73,169,277,250,176,61,34,16,30
8242,13832,22756,38515,29277,11238,4635,1590,545,208,172
8243,3,0,2,6,6,5,4,0,1,5
8244,6,2,14,8,17,10,10,2,0,4
8245,14,1,1,7,16,21,18,12,16,21
8246,7,1,7,9,13,8,6,0,2,5
8247,12,6,14,41,39,24,6,4,5,8
8248,97,110,348,790,753,395,174,92,43,32
8249,7,4,17,21,32,25,9,3,3,6
8250,4,0,1,8,6,3,2,0,0,5
8251,6,0,3,2,2,9,7,1,3,6
8252,5,0,3,1,6,5,2,0,0,4
8253,10,6,10,21,16,11,0,4,2,7
8254,501,917,2061,2748,962,312,67,26,16,10
8255,5,3,4,8,6,7,4,1,2,3
8256,7,4,6,17,13,13,5,5,3,5
8257,3,0,3,6,1,1,0,0,0,4
8258,9,6,2,6,6,1,1,0,1,2
8259,4,2,8,3,3,5,3,0,0,5
8260,5,2,3,4,8,5,1,2,1,6
8261,7,6,8,10,18,6,2,2,2,3
8262,8,0,6,4,5,11,3,0,0,5
8263,5,0,5,3,3,9,3,2,0,7
8264,3,1,1,7,4,4,2,0,1,3
8265,10,8,2,8,11,17,4,4,4,5
8266,3,2,5,5,9,11,14,11,6,9
8267,163,205,477,817,657,391,141,72,40,31
8268,59,63,189,421,564,439,282,153,125,86
8269,7,8,11,15,20,15,10,13,4,5
8270,140,52,80,208,284,252,88,37,48,37
8271,1952,2199,4692,6446,3012,1475,335,139,104,72
8272,681,553,1010,1962,2677,1877,657,384,237,233
8273,4391,5031,6866,5269,2141,814,250,100,60,91
8274,421,409,725,814,472,314,94,48,27,26
8275,185,187,446,647,473,274,109,57,35,31
8276,14,11,29,39,66,31,13,5,3,3
8277,4,0,3,6,5,18,4,2,1,3
8278,16,6,10,37,51,80,50,36,36,30
8279,78,64,135,229,252,171,45,19,11,15
8280,757,1060,2609,4576,2653,1308,421,174,91,59
8281,3915,6652,11601,9265,3402,1600,591,202,145,111
8282,25,10,29,45,32,22,10,6,1,3
8283,2228,3185,7826,12296,6879,3029,1040,455,220,178
8284,3,0,0,5,7,5,0,2,2,3
8285,2826,5484,13198,18041,8395,3534,963,316,134,111
8286,9,11,23,48,85,66,16,13,13,9
8287,7,6,39,63,49,21,12,3,5,4
8288,0,0,0,0,0,0,0,0,0,0
8289,729,915,2241,4128,2688,1349,434,238,126,94
8290,1641,1625,3216,4416,2379,1023,314,150,79,71
8291,5,1,6,9,15,7,2,1,0,3
8292,50,58,86,131,69,39,16,6,6,7
8293,113951,203285,311913,199912,60200,21152,5854,1878,858,905
8294,4629,7280,18229,21342,9010,3716,1424,638,350,287
8295,2493,3678,6886,5233,1963,818,293,113,53,60
8296,6,1,3,15,24,28,4,3,4,7
8297,626,964,2422,4362,3434,2049,1016,520,260,161
8298,26,15,29,51,52,43,11,13,4,11
8299,9132,17938,42130,44937,17991,7285,2208,773,331,234
8300,1013,1403,3039,5441,4361,2286,1063,431,221,135
8301,1118,1362,3380,6577,4364,1996,669,296,148,95
8302,15,7,21,38,81,99,42,23,18,15
8303,1209,1293,2945,5688,5795,4452,2581,1543,923,754
8304,75,57,102,185,302,317,143,101,61,89
8305,6,3,5,14,34,45,18,11,11,11
8306,162370,223646,217798,89746,22435,8415,2448,942,565,1396
8307,9,4,18,18,49,61,14,11,11,17
8308,218,133,249,436,393,247,80,61,32,54
8309,6,1,7,4,9,7,5,5,2,4
8310,168,173,411,689,571,341,88,41,31,35
8311,597,723,1635,2562,1231,642,213,80,49,64
8312,5626,7402,9158,4339,1050,391,71,43,17,58
8313,922,976,1770,3151,3019,2009,895,423,326,208
8314,20,9,21,79,131,136,32,24,14,9
8315,145,287,640,669,290,125,25,18,10,12
8316,378,610,1470,2255,1309,624,216,97,45,32
8317,7214,13800,29409,32951,15199,7270,3088,1135,517,330
8318,7,0,1,6,8,2,8,3,0,4
8319,3,7,10,20,22,36,14,12,12,7
8320,28,13,65,144,305,488,284,221,167,108
8321,3170,6011,13629,14148,6789,2999,1011,371,171,124
8322,4,0,7,23,38,49,26,17,7,10
8323,0,0,0,0,0,0,0,0,0,0
8324,175,318,663,1323,1204,650,175,72,46,37
8325,9,0,5,13,27,62,16,25,15,11
8326,232,210,403,800,697,421,132,46,28,26
8327,2263,1697,3427,6415,4900,2500,904,358,202,164
8328,4,0,6,5,4,9,6,1,2,12
8329,362,272,459,717,626,440,203,103,94,88
8330,17181,23729,44719,39433,13544,4655,1105,410,178,172
8331,49097,69362,110222,97223,46532,24774,13951,6726,3904,3004
8332,26709,47669,94073,110354,58256,28705,13428,5964,3140,1827
8333,4,0,2,2,3,8,7,6,1,4
8334,5,2,9,12,13,7,2,2,0,2
8335,976,987,1676,1866,1044,589,232,102,71,92
8336,45,22,76,190,286,321,291,269,297,444
8337,2629,2477,3613,3246,1306,500,168,72,38,93
8338,12,5,8,17,18,19,6,5,6,5
8339,273,272,605,996,709,336,125,64,34,27
8340,9457,17111,33773,26512,9111,3535,1147,427,188,177
8341,833,592,1082,1735,1142,696,275,187,112,152
8342,6558,15408,41436,49230,21126,8644,2757,962,398,321
8343,190,139,241,381,411,335,185,137,113,99
8344,49,16,77,145,216,262,144,59,51,32
8345,5,2,3,15,36,40,23,14,6,7
8346,453,278,495,885,686,474,209,79,48,62
8347,4,2,3,15,22,32,6,10,3,8
8348,805,564,1118,1657,883,556,155,82,40,37
8349,293,686,1678,2748,1739,816,298,110,55,38
8350,82628,110686,149925,90278,30261,10262,4225,1584,658,1063
8351,1593,3095,6586,7169,3575,1637,510,186,86,72
8352,66,76,250,578,541,311,84,44,21,15
8353,965,874,1796,3349,2543,1260,390,186,109,81
8354,82,58,149,300,417,433,200,139,83,85
8355,713,411,665,1311,1778,1968,965,674,602,720
8356,223,30,49,106,130,108,74,41,54,40
8357,1697,2143,5850,13170,12366,7278,2691,1238,663,422
8358,2529,3635,8070,10322,5237,2218,764,355,193,117
8359,240,184,352,520,303,190,72,49,20,19
8360,10,4,31,66,158,169,70,38,10,12
8361,5,1,6,10,18,34,24,20,26,33
8362,140,79,197,338,428,377,175,99,74,50
8363,22,25,77,231,302,242,82,43,22,11
8364,4,0,2,6,6,5,2,3,1,2
8365,101,156,398,917,912,692,129,65,26,23
8366,73,107,185,312,143,90,39,19,12,9
8367,452,600,1219,2181,2042,1433,673,301,148,109
8368,2216,4618,11442,15617,8165,3796,1563,581,260,170
8369,6,1,3,14,18,22,7,3,1,3
8370,1331,2272,5602,6844,2631,952,201,71,31,22
8371,100,131,262,476,428,204,87,43,29,21
8372,211,135,333,526,493,301,108,72,44,32
8373,29,18,29,67,61,24,7,7,11,6
8374,471,344,678,936,567,361,117,92,54,41
8375,159,97,218,430,563,513,243,163,135,126
8376,118,77,159,351,432,372,261,157,118,111
8377,4,0,3,2,8,5,0,1,1,7
8378,5,5,2,4,5,4,1,3,0,4
8379,4,2,5,11,21,17,6,1,3,12
8380,46,116,208,242,174,79,48,26,19,20
8381,139,193,286,378,204,88,37,8,1,6
8382,4192,5625,12721,23627,19135,11296,5456,2522,1443,902
8383,6,5,10,5,19,12,6,6,0,4
8384,1667,3214,6290,6914,3521,1709,774,276,112,107
8385,52,78,186,315,296,223,99,47,29,27
8386,5,1,0,6,5,6,6,3,1,4
8387,16,6,24,38,74,83,50,13,7,8
8388,138,93,215,335,275,193,106,46,19,33
8389,32,40,127,202,129,74,33,9,12,6
8390,405,502,1302,2500,2775,2119,1191,623,410,261
8391,493,374,813,1175,799,427,153,94,58,47
8392,301,372,681,980,501,221,67,40,19,32
8393,536,411,756,923,459,238,82,40,18,27
8394,61,47,78,205,182,136,40,27,18,25
8395,8,5,17,46,63,66,28,15,3,10
8396,5731,10138,26510,39226,21016,9241,3460,1304,583,344
8397,11,1,20,40,99,117,56,26,11,13
8398,1712,1226,2100,2339,1276,772,314,175,133,212
8399,5,3,5,12,6,6,5,2,0,2
8400,4,0,7,2,3,7,3,2,1,3
8401,141,126,261,628,617,417,100,42,29,24
8402,12349,14809,24596,27556,15269,7927,3368,1471,907,831
8403,5,1,9,35,61,64,42,19,15,11
8404,15,7,20,51,73,46,14,13,4,3
8405,3,4,7,8,10,6,4,2,1,4
8406,6,4,5,10,19,16,8,6,3,5
8407,5,1,5,8,4,6,2,1,1,3
8408,5,0,15,34,32,20,7,2,2,3
8409,712,1013,3017,6151,5185,3385,1349,543,218,154
8410,1735,2586,5686,9164,6947,4458,2338,978,542,347
8411,10,3,5,31,47,91,68,80,51,33
8412,5043,12023,23279,15263,4742,1791,534,212,92,92
8413,612,988,2876,3906,1654,775,244,96,46,32
8414,663,585,1009,1436,1246,785,225,117,76,72
8415,251,274,737,1486,1143,694,195,117,75,50
8416,18,6,14,14,25,44,23,19,18,26
8417,531,550,1002,1735,1586,860,208,73,35,78
8418,976,1012,2071,3890,3641,1980,814,342,206,161
8419,18,6,21,30,40,23,8,1,4,5
8420,119,123,394,1013,1367,1320,568,310,159,116
8421,7019,9315,20558,21098,9026,4034,1287,478,223,239
8422,4,0,4,7,9,5,6,5,3,8
8423,6,0,3,5,5,11,4,2,3,5
8424,9,1,4,7,11,10,2,3,2,4
8425,8,3,1,4,7,11,2,0,3,4
8426,9,0,0,7,7,10,8,2,2,3
8427,8,1,2,8,7,14,3,2,3,5
8428,34,14,13,26,24,27,16,16,5,12
8429,427,773,1719,2531,1893,980,356,156,83,53
8430,9258,19034,38553,34279,13789,5650,1830,605,247,231
8431,11598,17343,15478,5731,1235,364,81,44,36,349
8432,25,40,65,105,85,49,18,13,8,8
8433,26,28,53,177,299,445,320,181,110,83
8434,9812,19221,36233,26636,9396,3319,1369,501,227,175
8435,236,196,348,427,321,215,96,42,34,39
8436,2427,4266,11037,19045,13944,8100,4056,1859,855,513
8437,290,187,286,366,233,197,100,67,46,54
8438,814,719,1209,2257,2247,1311,554,285,196,162
8439,110,83,195,379,315,160,62,33,22,27
8440,164,196,390,499,231,97,25,16,5,10
8441,13148,28357,53438,41400,15349,5953,1787,672,272,241
8442,254,301,550,904,634,421,164,78,57,31
8443,152,121,208,390,270,154,42,23,12,18
8444,978,877,2156,4164,3226,1526,507,232,112,81
8445,3015,3903,5522,3332,1126,405,158,41,17,41
8446,121,132,439,973,1422,1254,608,309,194,100
8447,100,62,161,334,413,326,177,106,67,60
8448,8831,14911,30294,40443,23827,12577,7023,3309,1805,1062
8449,6,0,2,10,10,14,9,11,8,9
8450,819,1680,3330,3205,1248,519,112,46,19,24
8451,2139,3725,8689,10686,5562,2810,1086,426,191,152
8452,2271,2160,3734,5225,3674,2053,943,382,215,165
8453,53,69,177,417,602,427,105,62,41,30
8454,7,0,8,4,17,13,11,7,3,3
8455,104,133,276,472,436,258,68,32,30,16
8456,4,6,2,15,11,10,3,3,1,3
8457,3258,4216,6203,3594,1271,534,158,65,46,69
8458,17,11,40,73,114,144,57,26,21,18
8459,3106,5436,10958,9268,3292,1236,407,125,70,54
8460,4,0,9,8,7,7,3,4,0,3
8461,79,33,74,150,248,158,59,42,30,35
8462,4,2,3,5,5,5,0,0,2,5
8463,3,1,2,9,2,7,1,0,2,5
8464,8,1,8,17,9,7,4,2,1,5
8465,7,0,11,10,18,11,8,12,2,6
8466,5,2,6,12,7,6,2,1,3,4
8467,15,2,15,28,40,32,9,4,1,6
8468,168,151,358,647,601,414,135,60,54,49
8469,119,130,376,633,515,288,95,51,34,21
8470,2454,3654,9399,19051,18799,13582,8937,4620,3022,2625
8471,6,1,4,3,2,8,4,4,3,5
8472,5438,6871,15049,22653,14237,8151,4068,1981,1054,768
8473,128,95,220,354,393,270,152,65,59,64
8474,6,0,0,3,2,8,4,6,4,3
8475,2124,1168,1897,2319,1516,941,406,261,211,335
8476,61,23,66,135,136,127,51,36,26,47
8477,8,1,1,7,8,8,6,4,3,4
8478,6,1,6,11,15,7,6,5,3,3
8479,879,914,1843,3505,2801,1447,465,208,127,104
8480,6,1,5,2,11,10,1,0,0,4
8481,6,0,3,4,7,9,1,1,1,3
8482,6,0,1,8,3,7,5,2,1,6
8483,5,0,1,7,3,6,0,2,0,5
8484,7,0,6,5,2,9,4,1,0,8
8485,17817,23509,28837,18550,6981,2758,990,307,156,306
8486,4030,8737,22663,28465,13087,5987,2197,772,345,218
8487,5163,5999,9844,13650,9175,5433,2244,1034,546,340
8488,820,873,2182,4643,4224,2473,964,394,183,99
8489,131,86,185,445,507,352,99,59,19,13
8490,1810,2494,4432,4744,2265,925,445,172,68,56
8491,103,84,164,326,380,272,91,36,36,28
8492,88,124,389,998,1202,696,323,136,58,41
8493,11,8,24,69,108,83,41,25,9,19
8494,82,34,58,157,214,117,56,29,19,18
8495,324,266,547,789,619,323,149,80,60,50
8496,50,27,81,156,159,72,32,13,10,10
8497,13758,20327,38357,47228,28069,14718,8479,3305,1704,1054
8498,15,14,30,62,162,164,83,50,38,52
8499,1094,1731,4478,5860,2552,1045,320,129,66,31
8500,1919,2330,3952,5648,4040,2509,1348,632,330,325
8501,20,11,27,49,114,103,41,12,22,16
8502,14329,25922,38717,24369,7804,2817,778,274,151,149
8503,30,53,165,494,570,403,135,50,18,26
8504,2438,2686,6003,9697,5519,2838,1134,583,344,240
8505,10867,16038,27915,24351,9222,3598,1071,404,203,185
8506,10,18,53,130,149,156,61,29,18,16
8507,2408,3320,8102,8508,2708,903,163,57,25,39
8508,225,229,514,849,572,301,114,39,41,34
8509,890,1540,3636,6154,5175,3709,2092,913,400,230
8510,591,605,1537,3494,3230,1681,662,320,185,139
8511,2417,4179,8906,10126,4967,2461,829,306,142,109
8512,175,152,291,594,669,468,110,55,21,33
8513,37,26,56,113,84,36,13,9,1,1
8514,113,81,154,358,472,294,91,27,31,26
8515,47,27,41,89,84,43,17,6,7,10
8516,9,0,1,5,11,18,19,16,13,14
8517,10,4,11,11,15,19,4,9,4,4
8518,10,0,4,23,33,40,6,9,6,5
8519,11,1,6,8,25,44,17,15,10,12
8520,404,509,945,1775,1153,653,275,119,67,43
8521,193,240,548,596,231,98,25,13,4,5
8522,4284,5677,10153,10786,5144,2484,966,369,162,108
8523,5,0,6,9,10,16,3,1,5,3
8524,518,432,707,1000,728,412,185,107,49,58
8525,768,917,1628,1534,615,244,107,38,23,16
8526,7,4,3,4,7,5,3,0,1,8
8527,9,4,2,4,4,4,0,0,2,9
8528,5,1,2,14,8,22,7,4,12,12
8529,210,216,471,1069,1394,1397,559,349,182,158
8530,174,217,418,854,1122,1016,427,237,148,148
8531,27,19,35,146,190,149,49,29,19,12
8532,360,496,959,1592,1150,615,162,65,32,24
8533,2665,2860,6803,11176,5870,2291,605,248,85,90
8534,1165,1013,2512,4610,4598,3100,2142,1133,808,724
8535,284,264,685,1481,1870,1508,1052,571,433,335
8536,1706,1357,2147,2039,1219,705,272,181,130,135
